taskId,description,language,context,tenant_name,word_count
1225,2SvLuio6AlL5V2q7XMFOod,"Translate ""Du solltest nicht mehr Geld ausgeben, als du verdienst."" to English.",EN,,DataEnricher,12
1221,aJsqPyUd9InaAF4SOj0z0B,"Translate ""Was das Auge nicht sieht, bekümmert das Herz nicht."" to English.",EN,,DataEnricher,12
1372,5Sd5fUI3uUGaAsY0rCMGGE,Übersetze den folgenden Satz ins Englische: Der Fussballclub Basel wird Schweizer Meister.,EN,,demo,12
2876,aixWqrPsegk7zcydCoDqa9,"Übersetzen Sie den Satz: ""Die Henne legt fast jeden Tag ein Ei.""",EN,,vocitrainer,12
2487,anUNJT0b9I7IYww9EP3rc,Beschreiben Sie die verfahrenstechnische Auswirkung bei Betrieb im Vakuum:Antworten Sie in einem Satz.,EN,,BASF_DE,13
2621,3bRXNjHcH0AaEBFu1df6fm,Interpret the illustration of the woman and relate it to this extract .,EN,"  Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would’ve liked to have known her, a wild horse of a woman, so wild she wouldn’t marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him. She looked out the window her whole life, the way so many women sit their sadness on an elbow. I wonder if she made the best with what she got or was she sorry because she couldn’t be all the things she wanted to be. Esperanza. I have inherited her name, but I don’t want to inherit her place by the window. At school they say my name funny as if the syllables were made out of tin and hurt the roof of your mouth. But in Spanish my name is made out of a softer something, like silver, not quite as thick as my sister’s name – Magdalena – which is uglier than mine. Magdalena who at least can come home and become Nenny. But I am always Esperanza. I would like to baptize 3 myself under a new name, a name more like the real me, the one nobody sees. Esperanza as Lisandra or Maritza or Zeze the X. Yes. Something like Zeze the X will do. ___ From: Sandra Cisneros, The House on Mango Street , 2009 1 to suppose to believe; 2 chandelier [ˌʃændəˈlɪə] Kronleuchter ; 3 to baptize taufen   Still I Rise You may write me down in history With your bitter, twisted lies, You may trod 1 me in the very dirt But still, like dust, I’ll rise. – Does my sassiness 2 upset you? Why are you beset 3 with gloom? ’Cause I walk like I’ve got oil wells Pumping in my living room. – Just like moons and like suns, With the certainty of tides, Just like hopes springing high, Still I’ll rise. – Did you want to see me broken? Bowed head and lowered eyes? Shoulders falling down like teardrops, Weakened by my soulful cries? – Does my haughtiness 4 offend you? Don’t you take it awful hard ’Cause I laugh like I’ve got gold mines Diggin’ in my own backyard. – You may shoot me with your words, You may cut me with your eyes, You may kill me with your hatefulness, But still, like air, I’ll rise. Does my sexiness upset you? Does it come as a surprise That I dance like I’ve got diamonds At the meeting of my thighs? – Out of the huts of history’s shame I rise Up from a past that’s rooted in pain I rise I’m a black ocean, leaping and wide, – Welling 5 and swelling I bear in the tide. – Leaving behind nights of terror and fear I rise Into a daybreak that’s wondrously clear I rise Bringing the gifts that my ancestors gave, I am the dream and the hope of the slave. I rise I rise I rise. ___ Maya Angelou, 1978 1 trod (past participle of to tread) to crush, to step on; 2 sassiness lively, bold behaviour; 3 to be beset with/by to be decorated/covered/studded with (e.g. jewels); 4 haughtiness [ˈhɔ:tɪnəs] arrogance, pride; 5 to well (up) to flood, to increase, to rise ",EKV_English,13
1288,4s8Al8iUEvM7OYPyKTMlOe,"Translate ""Eugene wird den Nobelpreis für seinen Beitrag zur Literatur erhalten."" to English.",EN,,DataEnricher,13
2569,1NxZvJOUmk59buPJKidJON,Describe the interaction between the girl and the dog in the following picture:,EN,,demo,13
3056,7c7EfWGr3TJ78QMCSI0U6J,Do Dylan and Abby stay together? What happens next? Write the last paragraph.,EN,"  The Body In “The Body”, Gordie Lachance and his three friends learn that a boy from their area, in the state of Maine, has disappeared and is probably dead. They decide to go on a trip to find the boy’s body and prepare for the trip. The Gun My room was on the second floor, and it was really hot up there. I was glad I wasn’t sleeping there that night, and the thought of where we were going made me excited again. I rolled up two blankets and tied an old belt around them. I grabbed all my money, which was less than a dollar. Then I was ready to go. I went down the back stairs to avoid meeting my dad. I was walking up Carbine Street towards the clubhouse when Chris caught up with me. His eyes were shining. “Gordie! You want to see something?” “Sure. What?” “Come down here first.” He pointed down an alley between two shops. “What is it, Chris?” “Come on, I said!” He ran down the alley and I ran after him. At the bottom, the smell from the trash was terrible. “Chris, I’m going to puke, I’m – ” But I forgot about the smell when Chris put his hand into his backpack and pulled out a big gun. “Where did you get that?” “From my dad’s desk.” “Man, your dad’s going to beat you when he finds out.” Chris’s eyes just went on dancing. “He isn’t going to find out. He and his friends have got enough wine to keep them drunk for a week. I’ll put it back before then.” Chris hated alcohol – he’d already seen too much of what it can do. He was the only one of us who didn’t have a drink when the DeSpain brothers brought some beer they’d stolen from their father. “Have you got bullets for it?” “Nine of them – all that was left in the box. He’ll think he used them himself, shooting at bottles when he was drunk.” “Any in it at the moment?” “No, of course not. What do you think I am?” I finally took the gun. I liked the heavy way it sat in my hand. I pointed the gun at a large tin with smelly trash spilling out of it and squeezed. KA – BLAM! The gun jumped in my hand. Fire shot from the end. It felt as if my wrist was broken. My heart was in my mouth. A big hole appeared in the tin – it was the work of an evil magician. “Wow!” I screamed. Chris was laughing wildly; I couldn’t tell if he was amused or scared. “You did it, you did it! Gordie Lachance is shooting Castle Rock to pieces. Be careful, everyone! Here comes Gordie!” “Shut up! Let’s go!” I screamed, and grabbed him by the shirt. I gave the gun to Chris and he pushed it into his backpack as we ran up the alley. When we reached Carbine Street we slowed to a walk, so that no one would notice us if they had heard the noise of the gun. Chris was still laughing. “Man, it’s a pity you couldn’t see your face. Oh, man, that was really great.” “You knew there was a bullet in it, didn’t you? That was a mean trick, Chris, really.” “I didn’t know, Gordie, honestly. I just took it out of my dad’s desk. He always takes the bullets out of it. I guess he was too drunk to remember last time.” Chris looked as innocent as a baby, but when we got to the clubhouse we found Vern and Teddy waiting, and he started to laugh again. He told them the whole story, and after everyone had had a good laugh Teddy asked Chris, “What do you think we need a gun for?” “Nothing, really,” Chris said. “Except we might see a wild animal. And anyway, it’s frightening out in the forest at night.” Everyone agreed with that. Chris was the strongest and bravest guy of us all, and he could say things like that. Did you put your tent up in the field?” Teddy asked Vern. “Yeah, and I put two lamps in it and turned them on, so it’ll look as if we’re there after dark.” “Hey, man, great!” I said, and slapped Vern on the back. For him, that was real thinking. He grinned. “So let’s go,” Teddy said. “It’s nearly twelve already.” Chris stood up and we gathered round him. “We’ll walk across Beeman’s field,” he said, “and then we’ll get to the railway tracks and just walk across the bridge into Harlow.” “How far is it, do you think?” Teddy asked. “I don’t know,” said Chris. “Harlow’s big. We’re going to have to walk at least twenty miles. Does that sound right to you, Gordie?” “Yeah. Maybe more – thirty miles.” “Come on, you guys,” Chris said, and picked up his backpack, blankets and water bottle.   Healthy and active at Thanksgiving? Healthy and active at Thanksgiving? headline written by Pam Warner (published 07/12/16 in Health & Style ) author, date, source What is your Thanksgiving like? Turkey and pumpkin pie? American football on the sofa? In the last couple of years a new trend has become popular in the USA: More people like to eat better quality food and live a more active life. introduction It is slowly going out of fashion to live off convenience and frozen food. A number of people shop for organic food at special supermarkets instead. In some states farmers’ markets offer a great variety of fresh vegetables and fruit from the region. “There are also dairy products, bread and meat without chemical additives at these markets. Organic food is not only much healthier but it tastes a lot better as well,” explains Emma from Boston. So how about some healthy recipes for Thanksgiving? Maybe pumpkin soup or mashed sweet potatoes? A roast turkey breast or a turkey roulade filled with apples and cranberries is delicious too. But there’s more to a healthy lifestyle than just food. A lot of trend sports show that you can have fun, spend time with friends and stay fit at the same time. Have you found the right sport for you yet? If not, here is a suggestion: How about standup paddleboarding? If you like water, that’s the ideal kind of sport for you. You stand on the board and you use a paddle to move through the water. Don’t worry, you don’t have to travel to the sea. A lot of clubs offer standup paddleboarding on lakes and rivers. Of course living healthy also means avoiding alcohol and drugs. Finn, a fitness instructor from Cleveland, says: “Drinking too much alcohol isn’t good for your health. Most alcoholic drinks have a lot of calories and negative effects on your fitness too. So why not try a smoothie instead?” Drugs are even worse. You can easily get addicted, and they often cause problems with your family or at school. main part To sum up, you can say that organic food together with doing sports is a great way to stay fit. You don’t have to do without your favorite meals. Just changing your lifestyle a bit will make you a much happier person. conclusion   A first date Dylan often thought about Abby. He really liked her. But he was too shy to ask her out on a date. Dylan’s friend Forget her. She’s not interested in you. She has a boyfriend. One day his books fell out of his locker right when Abby showed up. With Scott in tow, of course. How embarrassing. Scott Who’s that guy? Look at him! A few days later they had lunch together. Dylan helped Abby with her Science project. They didn’t notice Scott and his football friends. Scott’s friend Isn’t she your girlfriend? Dylan Let me explain. It’s not that hard! When Dylan went to the gym, the boys attacked him. Scott pushed him really hard and Dylan couldn’t do anything about it. Scott Stay away from her! Abby Stop it! You’re hurting him! A few days later Dylan asked Abby, “So, are you coming to the dance with me?” And she said yes. He was very nervous when he picked her up. Abby’s dad So, young man, you must be Dylan. The party was great. Everybody enjoyed the music and dancing. There was a big surprise that evening. Dylan and Abby were so proud. Presenter We proudly present this year’s Homecoming King and Queen. At the end of the evening Dylan took Abby home. There it was, the perfect moment. But … Abby’s dad Excuse me? ",EKV_English,13
1165,8PqBcI1KZWl8Mtq0B8FxL4,"Translate ""Ich habe bis zum Alter von 6 in Osaka gelebt."" to English.",EN,,DataEnricher,13
1207,pwS6KHkC5ya2O14CH4bSX,"Translate ""Das ist der Computer, auf dem er seine Artikel schreibt."" to English.",EN,,DataEnricher,13
2778,5iFj7waajIL5Wh9Tz42L65,3. How far did John fall down the mountain on the Swiss border?,EN,,digione_openworld,13
3066,6Q0HRlA2xM5aq7g7fTc2kb,Describe the narrator of the story.   Describe the narrator in about 120 words.,EN,"  We can do even better – by Lindsay Fern (21/1/2017) 1. Our country is rich in natural resources, like gas, oil, wood and water. Canada is also a world leader in using its natural resources to produce energy. Compared to other countries, we are doing quite well when it comes to using modern technology and renewable energy – after all, Canada produces ten percent of the world’s electricity produced from water power. But are we doing enough? 2. Canada mainly relies on traditional resources, like natural gas and oil, for energy. Over the last couple of years, technology has improved so much that today we have access to oil and gas reserves that weren’t available before. But these ways of exploiting natural resources come with their own particular problems. They seriously affect the environment. A good example is ‘fracking’, where a mixture of chemicals, sand and huge amounts of water is used. This mixture is pushed into the ground under great pressure in order to break open the rock which holds the gas. After that the gas rises and can be collected. Clara Hall, an expert on energy technology, explains, “Fracking has allowed us to extract natural gas that is very deep in the ground.” But there is not enough information available on which chemicals are used for fracking. The local people are afraid that these chemicals could poison them and pollute nearby rivers. Even worse, in some places the damage done to the ground by fracking has already caused earthquakes. There is always the danger of a major explosion when dealing with gas. Oil is a controversial source of energy too. Most of Canada’s oil comes from the oil sands of Alberta. Oil sands are a mixture of sand, water and very heavy oil. They cover a huge area of the province. In the past it was too expensive to get the oil out of this mixture, but in the last 30 years the price of oil has increased so much that it has become financially worth it. In addition, there is a political advantage: if Canada has its own source of oil, it will become more independent from other countries. But a lot of people worry about the pollution that the extraction of oil may cause. “We haven’t seen the end of this yet,” says Jeff Tanner, a protester who leads the campaign against the oil companies. “CO2 emissions from the oil sands are very high. This project not only disturbs animals in their normal lives, but the oil companies have also destroyed a huge area where millions of wild animals, like rare birds, used to live.” 3. There is also another problem: transport. Since the decision to build a new pipeline from Alberta to the Pacific Coast, the protests haven’t stopped. Supporters of the project claim that it will create thousands of new jobs in the oil industry and reduce fuel prices. They say that the new pipeline will be able to transport a lot more oil than at present. Jeff Tanner, however, thinks that there will only be a few new jobs and most of them will be temporary. As most of the oil will be exported, the prices for oil in Canada won’t change. “What worries us most are leaks in the pipeline,” he adds. “It will cross miles of farmland and many rivers. A leak could do great damage to both people and wildlife.” Many experts agree with his view. 4. And then, of course, there is the problem that oil and gas are not renewable – which means that when we have used them up, there simply won’t be any more. Sooner or later we will have to replace them completely. Using the power of moving water can be one way of doing that. At the time of writing, 7% of Canada’s energy came from water power. There are water power plants all across the country; the biggest project is the James Bay Project in Quebec. However, these projects often also affect and change large regions. 5. In addition, we have been increasing the amount of energy produced from wind over the last few years and there are new projects to use geothermal energy too. It takes heat from deep in the earth and uses it to heat water. The hot water drives a power plant, which produces electricity. But both activists like Jeff Tanner and experts like Clara Hall think that we need to concentrate on renewable energy sources even more to make Canada ready for the future. We can do even better – and we will have to.   The sound of ice I’m standing on the ice, looking back at our ship for the last time. The HMS Erebus is in the same place off King William Island that she has been for nearly two years. A little further behind her I see the HMS Terror, also stuck in the ice. There is activity as crew from both ships load supplies and the sick men onto boats and sledges. Commander Fitzjames has checked to make sure we all have warm clothes on before we start walking south. Thankfully it is April now, and the sun is shining today. The months from November to March are terrible this far north. I was expecting to feel cold much of the time, but I had not imagined what it would feel like not to see the sun for months. However, I have experienced many things which I couldn’t have imagined when I began this voyage. Back then I had never been further north from Kent than London. Now, I am almost as far north as a man can go on earth and we are about to leave our ships to walk into the icy wilderness to find help. Many of our crew are sick and dying; we are all starving. How did we get to this point? Things were so different at the beginning of the voyage. Everything was going well after we left Greenland behind in July 1845. I had already had experience of working as a ship’s doctor, having worked on other ships for seven years. My job was to look after Sir John Franklin, the captain of the Erebus and the officers. Those first months at sea were busy and exciting. We had good winds and made progress to the northwest. Two of the senior officers often made trips onto land to do their scientific experiments. Back on the ship, they would try to explain how the magnetic readings they took on the coast were to make a magnetic chart of the world. They had to be far away from the ships to do this work, as any metal objects nearby would affect the readings. The officers were optimistic and excited. They told us that science and discovery were going to change the world. They believed their work would make sure that the British Empire would stay the most powerful nation on earth. Captain Franklin was also sure that it was only a question of time before we found a way through the ice and discovered the ‘northwest passage’, a sea route from Europe to Asia. All that didn’t mean much to most of the men on the ship, though. They found their entertainment watching Jacko, the ship’s monkey, dance around or do tricks for carrots from our tinned food rations. The monkey stole things from time to time and ran around the ship with them, but all the men on board liked her anyway. It’s a strange feeling to be leaving our ships behind. Of the 129 crew members who were with me at the start of this voyage in 1845, there are now only 105 still alive. People think that ice is still and silent. I have learned that this is not the case. Our first winter camp, from 1845 to 1846, was near Beechey Island. It was a good location, near land, and it was a good place to hunt. We added rabbits and partridges to our rations and even had a winter party on the ice, under bright torches. However, everything started to go wrong when one of our crew died there on the first day of 1846. Two more men passed away while we were still at that camp and we buried them there. The weather didn’t change much until June. After we could finally continue our journey, we’d only been at sea for a few weeks before we came to an ice river. Reid, our ice master, led us through difficult waters filled with fast-moving blocks of ice the size of houses. The temperature dropped and the sea quickly froze around the ships. The noise was terrible. It was easy to imagine a monster roaming around outside making those sounds. Thankfully the temperature rose enough to release us before the ice crushed our ships to pieces. But the thaw didn’t last long and we had hardly travelled any distance before the temperature dropped again and the ice forced us to make camp where we had got stuck. That is how we ended up here, off King William Island, in September of 1846. This is a terrible, empty place. There seem to be no wild animals or birds anywhere around. Still sledging parties went out onto land to hunt, hoping to add some fresh meat to our rations. They came back with nothing. The best they did was to kill several seals, but those tasted terrible and made us all feel ill. We somehow got through one winter here, though. Spirits were still high and through the long, dark nights we put on concerts and theatre shows for our entertainment. We were hoping that in the spring the ice would melt and allow us to continue our voyage. But the promised thaw did not arrive. The most awful thing then happened on 11th June 1847 when Sir John Franklin died. He had become ill with what seemed to be a cold. I did my best to attend to him, but still he got weaker and weaker. Commander Fitzjames became our new leader. The weather showed no sign of change and the ice had stopped our wonderful voyage of discovery. When I look back now I only see this as the time when the men began getting sick. Was the lack of fresh food making the men sick? Or was the reason the isolation of being out here in this endless white wilderness? The only other people we met in all this time was a party of five Inuit hunters who showed up one day travelling across the ice with their dog team. They spoke no English, so the officers used sign language and pictures drawn on the ice to communicate with them. They were here to hunt seals. Even the Inuit were struggling to find food because the weather had been so bad this year. Fitzjames invited one of the Inuit men on board, and with his help the officers got a better idea of our location on the maps. The crew invited the Inuit to come on board for dinner, but at dusk they disappeared with their dogs. And we never saw them again. Another winter passed here. We felt like trapped animals on our ships. I advised Commander Fitzjames to increase the ration of lemon juice, thinking that it was scurvy that made so many of the men tired and sick. But it didn’t make any difference. Our only source of food was the salted meat and tinned soups and vegetables in our stores. However, some of our tinned food had gone bad and some of the food had large pieces of metal in it from the soldering. Was it the tinned food that made us sick? I remembered that Jacko, the monkey, had loved the tinned carrots and that was all she ate. They remembered how she ran around the ship madly before she died. So it is, with our energy gone and our crew sick and dying, that on this day, 22nd April 1848, Commander Fitzjames made the decision to leave the ships and start walking, trying to make it to Back’s Fish River. We closed the ships and made them secure. Perhaps if the thaw comes suddenly those fit enough can come back to them and sail out of this terrible situation. Who knows what lies ahead of us, but surely it can’t be worse than going mad or dying here. I see movement. The men have loaded all the boats and sledges. I will take my place next to those fit enough to pull them across the ice. Let’s hope we find some food or meet some Inuit who can help us to find a trading post. I’m taking one last look at the ship that has been my home for the past three years and then we will travel into the unknown. Stephen Samuel Stanley – ship’s doctor, HMS Erebus ",EKV_English,13
1237,9CRQwA02WE97kL7WGBnC7n,"Translate ""Er nahm ein heißes Bad und schaltete den Fernseher ein."" to English.",EN,,DataEnricher,13
3592,9NgGGpgDXhm9xqh0JTll1D,What makes it difficult for Vladik to do a new trick on stage?,EN,,demo,13
1797,8GueZrRlD3z5Q6touYc85m,"Übersetzen Sie den Satz: ""Ich kann mich nicht erinnern, das versprochen zu haben.""",EN,,api-trial-gabyteamq+2-at-gmail.com,13
1796,3sxn5DLdfzH6Il6PDAq2bX,"Übersetzen Sie den Satz: ""Am Anfang erschuf Gott den Himmel und die Erde.""",EN,,api-trial-gabyteamq+2-at-gmail.com,13
1856,8odGUJfUtz5afXxxCANmVl,Bitte übersetzen Sie den folgenden Satz ins Englische.Er freut sich auf den Geburtstag.,EN,,demo,13
1789,zlyDX2wtlU705Tf9MNTxo,"Übersetzen Sie den Satz: ""Der Staat konnte die Erwartungen der Bürger nicht erfüllen.""",EN,,api-trial-gabyteamq+2-at-gmail.com,13
1530,1KRjV62IvV69ORMG1QwKXJ,"Übersetzen Sie den Satz: ""Tom legte den Löffel weg und nahm eine Gabel.""",EN,,vocitrainer,13
931,3ic4WkJzo38a3N18uRT4dN,Describe the interaction between the girl and the dog in the following picture:,EN,,Aila,13
4448,4cMLDVeDqkT62tI6z8tRfO,Expand this linear expression using the distributive property. ${5(3x + y - 8)}$,EN,,Classtime Default,13
1986,3Xzk5RmH3zk63QPmPVJgGS,"Übersetzen Sie den Satz: ""Obst und Gemüse sind unentbehrlich für eine ausgewogene Ernährung.""",EN,,vocitrainer,13
1538,4niyzvsJYS1aWXXNQKhEXR,"Übersetzen Sie den Satz: ""Ich muss die Arbeit bis vier Uhr abgeschlossen haben.""",EN,,vocitrainer,13
982,2hVjXIPswXaaxcD8sqe6WU,Translate this sentence into English (write in Present simple):Homer arbeitet in einem Atomkraftwerk.,EN,,client_EN,13
970,2ZW78UEN6i95yZYthoNKFw,"Das Dreieck $ABC$ ist gegeben.Beschreibe, wie du den Umkreis des Dreiecks $ABC$ konstruierst.",EN,,Lernnavi,13
3731,4XDosB3r8On8fwy0oPuBEp,"How does blockchain, particularly Ethereum, impact the digital economy and its potential disruptions?",EN,,Patrick_demo,13
3730,5Lu6921ebxY6DzgPWcocGS,"How does blockchain, particularly Ethereum, impact the digital economy and its potential disruptions?",EN,,demo,13
2025,7mL05hysGcM6ZxzU7kBNjl,Translate the follwing sentence to Englisch: Er ist der neue Präsident von Amerika.,EN,,demo,13
2026,3b7qmW4YtZWaMTxBhOJUoX,Translate the follwing sentence to Englisch:He is sitting in front of the computer.,EN,,demo,13
3792,7fbPqih5IrK6OVsbvwkRai,What is the difference between a cat and a dog? give 1 example.,EN,,Patrick_demo,13
3780,1PqbG2xK6mUaCa8rSOQ1jB,What is the value of the 4 in 418?  Type in your answer.,EN,,Classtime Default,13
3547,1KRvjczLAGnagj5slATYTp,Describe the interaction between the girl and the dog in the following picture:,EN,,demo,13
1492,3khI7qFdxni8Pdsc2aZoSJ,"Übersetzen Sie den Satz: ""Ich esse jeden Tag zum Frühstück ein gekochtes Ei.""",EN,,vocitrainer,13
1410,9qAdYATcooU9jAKRthtRnL,"Übersetzen Sie den Satz: ""Die Grenzen meiner Sprache bedeuten die Grenzen meiner Welt.""",EN,,vocitrainer,13
2222,2HdFq9ySLjcaMyk1Gzm3vG,What is the capital of the USA? Give your answer in one word.,EN,,demo,13
872,25Y2BLZGCpkay0f4dRrvpf,Describe the interaction between the girl and the dog in the following picture:,EN,,client_EN,13
2240,ailLeGsc4fd9d2LvafZK8n,Describe the interaction between the girl and the dog in the following picture:,EN,,demo_EN,13
1496,aP1ajNPEucl90GxMnthhJC,"Übersetzen Sie den Satz: ""Was war zuerst da, das Huhn oder das Ei?""",EN,,vocitrainer,13
690,8lxRyLzStOK9eUhNRal38O,Describe the interaction between the girl and the dog in the following picture:,EN,,Getmorebrain PoC EN,13
2899,2E8yLurnmzv6My592MAYEn,Is the shape below a closed or open shape? Explain. Type in your answer.,EN,,Classtime_Math_POC,14
1905,akYulFrAa5n6nUUBiHNyBD,A general off topic detector for the voci trainer. Only positive feedback is shown!,EN,,vocitrainer,14
996,7YXAOXqXKk65WRBjKEmL0P,How many reindeers does Santa Claus has and can you name one of them?,EN,,demo_EN,14
2469,9uuz53xf2K598egNWqfinI,Wie setzt sich der Gesamtdampfdruck nach Dalton bei einem homogenen Flüssigkeitsgemisch zusammen? (300 Zeichen),EN,,BASF_DE,14
2754,4sGPej6uKPP5wKus9TF8OX,Write down keywords from the summary or article to help you re-tell the story.,EN,,digione_openworld,14
1590,557e3FGh2pD5RMGRSOGRpJ,"Übersetzen Sie den Satz: ""Sein Gehalt ist doppelt so hoch wie vor sieben Jahren.""",EN,,vocitrainer,14
718,3elDg8Bsg126ktrMA9XnQ7,Write a sentence in past simple. Use one of these words: usually or sometimes.,EN,,demo_EN,14
2480,2ZYdrTab1jtaaZflgV5u51,"Wie verändert sich der Siedepunkt einer Flüssigkeit, wenn der Umgebungsdruck abgesenkt wird? (150 Zeichen)",EN,,BASF_DE,14
2856,5qsZ7cZHrnU9XwIGQhD1zc,"Write two sentences about the bookcase in this room. Use ""There's / There are"".",EN,,Cornelsen EN - GE ARCHIVED,14
1801,4AzAS1x1gyA8eR2uKlvBHj,"Übersetzen Sie den Satz: ""Ich habe bis zum Alter von 6 in Osaka gelebt.""",EN,,api-trial-gabyteamq+2-at-gmail.com,14
957,7GFPO0ukS7t7ejAs1Y2nix,"Translate this sentence into English (write in Present simple):

Homer arbeitet in einem Atomkraftwerk.",EN,,Schulverlag plus,14
1703,1s7xqIc7WxpaX8FYMbsOmC,"Übersetzen Sie den Satz: ""Ich habe bis zum Alter von 6 in Osaka gelebt.""",EN,,api-trial-gabyteamq+1-at-gmail.com,14
1699,4QRtOjeYvWS6fhs5kl8ofv,"Übersetzen Sie den Satz: ""Wir konnten unsere Reise aus Mangel an Geld nicht fortsetzen.""",EN,,api-trial-gabyteamq+1-at-gmail.com,14
3886,4bThTCpMFoy9PFVQAjFrYS,Explain the impact of plate tectonics on the formation of Earth's major geological features.,EN,"Plate tectonics theory explains how the Earth's lithosphere is divided into several rigid plates that move relative to each other. These movements result in various geological features such as mountain ranges, oceanic trenches, earthquakes, and volcanic activity. For example, the collision of tectonic plates can lead to the formation of mountain ranges like the Himalayas, while subduction zones create deep oceanic trenches and volcanic arcs. Plate tectonics also plays a crucial role in shaping the distribution of continents and oceans over geological time, influencing climate patterns and the evolution of life on Earth.",Getmorebrain PoC,14
3881,7yRY0ojLmsuanmzAoevbQF,"How do I protect myself against malware including viruses, trojans and other malicious programs?",EN,,Patrick_demo,14
3294,Ry6IZB4CG2anssBKVsKg4,"Transformiere den folgenden Satz ins Präteritum Passiv.""Ein alter Mann liest ein Buch im Park.""",EN,,demo_ENG_generative,14
3614,JgT1kiV4OX5xK2E2juvyI,"Choose the correct form of the verb ""can"" Last year I ____ speak English.",EN,,demo,14
3615,8Bnevclo2Ug6ohNnSlhWTT,"Write the correct form of the verb ""can"" Last year I ___ speak English",EN,,demo,14
3884,79qmy4M4CHZ8tdQobGpMx5,Explain briefly why the year 1969 is significant in the history of space exploration.,EN,"On July 20, 1969, NASA's Apollo 11 mission successfully landed astronauts Neil Armstrong and Edwin ""Buzz"" Aldrin on the lunar surface. Armstrong became the first human to walk on the Moon, followed by Aldrin, while Michael Collins remained in orbit around the Moon in the command module. This event was a monumental achievement in space exploration and a defining moment in the space race between the United States and the Soviet Union.",Getmorebrain PoC,14
3720,31dlDshU4qH9EreYVRnajS,"According to Confucius, what does it mean to aspire to become a superior man?",EN,,Patrick_demo,14
3528,1puds7wZtjh6KyKV9KC3y4,What is the difference between a rectangle and a square? Explain in 1 sentence.,EN,,demo,14
3742,1rlWk06RHPA6MCcQjK5kQO,Is the shape below a closed or open shape?  Explain.  Type in your answer.,EN,,Classtime Default,14
