taskId,language,description,topic_id,word_count,sentence_count
1564,3NzjJ1Ureq68iBW2VbQTIA,EN,"Translate the sentence: ""We are growing rice.""",,8,1
1565,29bJPJXGpkP7uacsKdHWhJ,EN,Write what you hear in English.,,6,1
1566,KHyQDuF2fn5VUppQfejlR,EN,"Translate the sentence: ""We will build a wall.""",,9,1
1567,6FdUmuzT2Vt8BleAU48whA,EN,Write what you hear in English.,,6,1
1568,6zdKh9B1HQX7usSq95bwBL,EN,"Translate the sentence: ""What are you by profession?""",,9,1
1569,8yyPBaHaArU7o1v442a3AP,EN,Write what you hear in English.,,6,1
1570,631RzraO4JS8OkU4w0LI2z,EN,"Translate the sentence: ""My mother works in a large office.""",,11,1
1571,15xqvqostzM7lsRgLmQ9h6,EN,Write what you hear in English.,,6,1
1572,ZvAcym7xaN98kSaEHIJo8,EN,"Translate the sentence: ""She works as a secretary in an office.""",,11,1
1573,4ZeQOwIaymH6wxorEiGRg4,EN,Write what you hear in English.,,6,1
1574,9GeG42FG4zA9ZBvEFCgOXt,EN,"Translate the sentence: ""What does you do in his office now?""",,12,1
1575,anjpDjXODkJ6eJjD3EY5UN,EN,Write what you hear in English.,,6,1
1576,1RfHgflxIm07xPAlYCzZp8,EN,"Translate the sentence: ""Tom does not know how to use a computer.""",,12,1
1577,7xCf8zdL45c9fipgKbtBDA,EN,Write what you hear in English.,,6,1
1578,4LPmO49Lg2y6BDpqBTzXiC,EN,"Translate the sentence: ""Experience is a good teacher.""",,10,1
1579,6qTayVH1NbkaIlWvdya1yW,EN,Write what you hear in English.,,6,1
1580,qhhGMybR3Q88W49h49GcH,EN,"Translate the sentence: ""Experience is the best teacher.""",,9,1
1581,aGIpH414qGX6h1NVUVLS99,EN,Write what you hear in English.,,6,1
1582,7VTCPEeBUKD6bYzU2It4PD,EN,"Translate the sentence: ""I have more experience than Tom.""",,10,1
1583,6erNypDLgQa8hPjSVMPSlJ,EN,Write what you hear in English.,,6,1
1584,9scHqMrjxpH8rfeIV8Mxy4,EN,"Translate the sentence: ""Tom has no political experience.""",,9,1
1585,5s46b8aC5Hg7MOJRdopOpQ,EN,Write what you hear in English.,,6,1
1586,2K2JIfi0HCz8qOlwHxq3UL,EN,"Translate the sentence: ""Your success is the fruit of your hard work.""",,12,1
1587,7Gzm18BJMmO75MZFPHUlFE,EN,Write what you hear in English.,,6,1
1588,66xM6rGM7TF7nQiGx93RXp,EN,"Translate the sentence: ""It envies me for my success.""",,10,1
1589,9Q6B5alJXpiagLKyUgeXwY,EN,Write what you hear in English.,,6,1
1590,557e3FGh2pD5RMGRSOGRpJ,EN,"Translate the sentence: ""His salary is twice as high as seven years ago.""",,14,1
1591,7gmmr007ZSEaLGGuf1IdBo,EN,Write what you hear in English.,,6,1
1592,4saJwiBNU6q9yn6dgd9y9I,EN,"Translate the sentence: ""He constantly complains about his low wages.""",,12,1
1593,3Z1BwNBE2zN90epISYUhz5,EN,Write what you hear in English.,,6,1
1594,3XbMKf1WFVlaM9KdJ5ZmaK,EN,"Translate the sentence: ""George is the captain of our team.""",,10,1
1595,yiGCKiEL2N8GwzXrKgHoz,EN,Write what you hear in English.,,6,1
1596,4HIuh80HceV8IQe6rM2iQm,EN,"Translate the sentence: ""We have improved quality.""",,9,1
1597,48NGfdcWPlz6WT2PLSEbF4,EN,Write what you hear in English.,,6,1
1598,NJNzzKHkwv91C9PnozWo1,EN,"Translate the sentence: ""Tom has already found work.""",,10,1
1599,5D82phxLTyoa7RpAb9fdLB,EN,Write what you hear in English.,,6,1
1600,2Ksz1zmcCJV7p2Bs8RJubu,EN,"Translate the sentence: ""She rejected the position.""",,9,1
1601,8HwxxHzGwtx64r32OdfJox,EN,Write what you hear in English.,,6,1
1602,469AxYb44PCaauPuBKkyn5,EN,"Translate the sentence: ""He is a very clever dentist.""",,10,1
1603,20Wv9gHaeOp80kmHjNogs6,EN,Write what you hear in English.,,6,1
1604,6yj31QbCnTU8SFcjGRgQ8r,EN,"Translate the sentence: ""Tom went to the dentist.""",,8,1
1605,9rIFpw6Cdd3971matmOsgt,EN,Write what you hear in English.,,6,1
1606,4YIuymajtCq6JlVQc2olk4,EN,"Translate the sentence: ""I don't like science.""",,8,1
1607,2QkmBB3YvxU6LgLCuoBdXl,EN,Write what you hear in English.,,6,1
1608,Ugmxg7qAyy8PpAfIk744g,EN,"Translate the sentence: ""I like both science and mathematics.""",,11,1
1609,7hlxHdGudIT6hvZlwNEkib,EN,Write what you hear in English.,,6,1
1610,7xu2y0fyMWX6CYGZf5DFKm,EN,"Translate the sentence: ""Science is based on extremely careful observation.""",,10,1
1611,9uunjOyHQJp5ylIEWlCriR,EN,Write what you hear in English.,,6,1
1612,6SMJx5LzkdRaa8beRO2I8P,EN,"Translate the sentence: ""Science is based on observation.""",,8,1
1613,1hKkNsR3MPtaIgK1Vjva6x,EN,Write what you hear in English.,,6,1
1614,9SlNZSiBMJJ6ifKBMAuSnY,EN,"Translate the sentence: ""Times change.""",,8,1
1615,1rsd2tbs20zajDk4SF6Yuu,EN,Write what you hear in English.,,6,1
1616,atTXuD50M4w61WJvk3bCB8,EN,"Translate the sentence: ""Tom has to change his attitude.""",,9,1
1617,2h0pS65Zjgl90pdyxy2gpS,EN,Write what you hear in English.,,6,1
1618,8YFRER8UV216rVYUfRr2xL,EN,"Translate the sentence: ""Maybe the prices change.""",,9,1
1619,4ljtqMywkzY7jjC6Bwd9DX,EN,Write what you hear in English.,,6,1
1620,7q3VmXbCBJr7C4oDxUwiJs,EN,"Translate the sentence: ""This sentence can basically mean everything.""",,11,1
1621,5nXQDhVIOr26RvlRMk01zb,EN,Write what you hear in English.,,6,1
1622,7AdMNmXcaEp7fpdwwxFJd9,EN,"Translate the sentence: ""What does that mean?""",,9,1
1623,9MrboymGEBTa2NAJnFtEly,EN,Write what you hear in English.,,6,1
1624,3527HW425iH8iLtp7Hoass,EN,"Translate the sentence: ""I plan to stay in the hotel.""",,11,1
1625,6bWQYuhO2Dy8cS9wa0C33w,EN,Write what you hear in English.,,6,1
1626,4CdXcgYIYUi7DdtdcXErIN,EN,"Translate the sentence: ""You don't need to stay.""",,9,1
1627,9MobGAxLEl9OqisySUZNU,EN,Write what you hear in English.,,6,1
1628,9yqkw8iiYgh9rVQQXTDN3u,EN,"Translate the sentence: ""How long will you stay?""",,9,1
1629,1txZOMAhoqI5VjWzGY3EwI,EN,Write what you hear in English.,,6,1
1630,aA6rgd7xtUX7UgKLBiuiYF,EN,"Translate the sentence: ""You think too much.""",,9,1
1631,4IPm5DVbndx7VaQg0tZodv,EN,Write what you hear in English.,,6,1
1632,am13yjDnMyZ9MCm1WQTIH3,EN,"Translate the sentence: ""What do you expect from us?""",,9,1
1633,8r0rAVasQzM8QvWscf6ZJM,EN,Write what you hear in English.,,6,1
1634,cjdMzThbAs7N2hCtGYLNE,EN,"Translate the sentence: ""Swallows fly in the sky.""",,8,1
1635,NTd8vnUk0VavHuZVM07XP,EN,Write what you hear in English.,,6,1
1636,770YSwmalyU9nHyBpxuj7I,EN,"Translate the sentence: ""Pigs cannot fly.""",,8,1
1637,9VUszTSOXcB8yETmbFjvPD,EN,Write what you hear in English.,,6,1
1638,7S2WBDtAZzq9PUkfUbDyJG,EN,"Translate the sentence: ""It was hard to believe.""",,9,1
1639,9Z94XtS16Rr9avPs2n5OMb,EN,Write what you hear in English.,,6,1
1640,8HiWtPKNzEdaPAbazWPJDC,EN,"Translate the sentence: ""Do you believe in God?""",,8,1
1641,2PegBtPXQ9U5vkiIgGiyof,EN,Write what you hear in English.,,6,1
1642,7huAUlUOoli7CcXLjRnAWH,EN,"Translate the sentence: ""Do you believe in miracles?""",,8,1
1643,5fK8a2wiaap5Kgm1jhzoSX,EN,Write what you hear in English.,,6,1
1644,7WQnVtdcxM29M5g9AZ6ZPW,EN,"Translate the sentence: ""You believe in God.""",,8,1
1645,29wN6u6UNCE8fU7ozKYVZN,EN,Write what you hear in English.,,6,1
1646,4NQv5ftBsUg7lMtWtLxh6o,EN,"Translate the sentence: ""Yes, how much do you cost?""",,9,1
1647,2khw35lKWbv9BuQpqDZVuB,EN,Write what you hear in English.,,6,1
1648,1uFekPKy4VsajAqYjLCI3y,EN,"Translate the sentence: ""No being can live without air.""",,10,1
1649,2KZSSpb4uGH9w9LbTJiUYd,EN,Write what you hear in English.,,6,1
1650,4IFW4D7lkTZ6LuegMTYWE8,EN,"Translate the sentence: ""Life in Denmark penguins?""",,8,1
1651,9qXYav5cgzw9KgPruvAlX2,EN,Write what you hear in English.,,6,1
1652,3QcacrJxlTl6CWMqDItLSI,EN,"Translate the sentence: ""Kitten rule the world.""",,8,1
1653,9Hao1kKnzsc9FpbECdTH1Q,EN,Write what you hear in English.,,6,1
1654,aLs8ZVFtW708Ujj36IMDaZ,EN,"Translate the sentence: ""I couldn't speak.""",,8,1
1655,5dykdJ0qry1aM9Jzj6vJf1,EN,Write what you hear in English.,,6,1
1656,4nczwhomd0d9lhZDvvfcu8,EN,"Translate the sentence: ""Toshio can speak English very well.""",,10,1
1657,1vWIrL5FL9A7euj54Hn9on,EN,Write what you hear in English.,,6,1
1658,2Bi2oK1Qj7f9J4jAY9c6L1,EN,"Translate the sentence: ""Many people speak only one language.""",,10,1
1659,6VHL5M14xrm8ulS2Dt2q57,EN,Write what you hear in English.,,6,1
1660,7SWpdhViwDf9W5nu4a5bfl,EN,"Translate the sentence: ""Cats do not wear a collar.""",,8,1
1661,7kXeZlZGvcT5xXWiDIXYNm,EN,Write what you hear in English.,,6,1
1662,aoUUQaQ8S9da5uUWLwRX1S,EN,"Translate the sentence: ""Tom no longer needs to wear glasses.""",,11,1
1663,aUu7LFzt9ES6aopjDa8bQc,EN,Write what you hear in English.,,6,1
1664,7TPHu9elNpL8yPKAajtmj2,EN,"Translate the sentence: ""I earn a hundred euros a day.""",,10,1
1665,aOz7cmIMjvJaiLDcUAO15i,EN,Write what you hear in English.,,6,1
1666,oEnJFwVIJk95vQuUJUYHW,EN,"Translate the sentence: ""Women earn less than men.""",,9,1
1667,34dypfvMvegaCA5dzRqIk1,EN,Write what you hear in English.,,6,1
1668,6gZTRjjKDNR8FGExRASuda,EN,"Translate the sentence: ""Earning money is his religion.""",,9,1
1669,8dNsGca4tLW8qlRQOCQwbJ,EN,Write what you hear in English.,,6,1
1670,8jNVPpAHU6v5AaDVBlrnVi,EN,"Translate the sentence: ""You will understand that.""",,8,1
1671,4iWPszcaVm76QgWdLFd2v1,EN,Write what you hear in English.,,6,1
1672,U6TQc0vuyq6FWHMXJqdfW,EN,"Translate the sentence: ""We could understand each other.""",,8,1
1673,2WcOWcyKPOV6hBaVz1TlHX,EN,Write what you hear in English.,,6,1
1674,aBjl8FoRlIMa1Xyx9Jyj03,EN,"Translate the sentence: ""We don't understand English at all.""",,9,1
1675,4EiQOjxgyfN9ZDVIpaVKcs,EN,Write what you hear in English.,,6,1
1676,5Cw8PLUpiFJ5LOVYkUqlaf,EN,"Translate the sentence: ""These flowers grow in warm countries.""",,10,1
1677,42FTGgv3AZO5E3ESVyUeRD,EN,Write what you hear in English.,,6,1
1678,9ZjiNghOyiV97NsvhEMd5A,EN,"Translate the sentence: ""You want to learn English.""",,8,1
1679,5B33T5IWToW8XcoQ9HGKx2,EN,Write what you hear in English.,,6,1
1680,6IUS4oNLBvA5yUHGwhUvWy,EN,"Translate the sentence: ""You pay by check.""",,8,1
1681,3zbxDUoJVuh8Rptc9NhUqT,EN,When was the battle of Waterloo?,,6,1
1682,4vji1aRS0588Bd9QAgwuow,EN,This task is just to Flirting with the bot.,,9,1
1684,aAk14uhGibt7xiZ78wFhtZ,EN,This task is just to detect bullshit.,,7,1
1685,9ZrKp7cJzKOa3wdTsWJJSZ,EN,This task is just to detect Help / too difficult .,,11,1
1686,1aguJBiSWv89V7fICXsnQD,EN,This task is just to detect Finish early.,,8,1
1687,C58gcaiXIj95mU6JMbhwA,EN,This task is just to detect later / skip.,,9,1
1688,4gt0xrzcJPu7q6gwyOAbOA,EN,This task is just to detect Theory .,,8,1
1689,962mrGcNQwF7ZT6a7qTJPy,EN,"Translate the sentence: ""This country is rich in oil.""",,10,1
1691,aPugswFNhph7cT4RrMxTLX,EN,"Translate the sentence: ""He ordered dinner.""",,9,1
1692,69pW5sd6XrT7Yr5loOjqEv,EN,"Translate the sentence: ""The horse ran quickly.""",,8,1
1693,8bGDmVMDiGB8i5ZHt3NR8D,EN,"Translate the sentence: ""I have dry skin.""",,8,1
1694,6QnTw6oPdAW6fA7KYM2fSp,EN,"Translate the sentence: ""You advised me well.""",,9,1
1695,asNTC1gQ0lp5SopMOUsNx6,EN,"Translate the sentence: ""Has he told you the truth?""",,10,1
1696,61Tm1IZkPhU6QNmtQzZg7i,EN,"Translate the sentence: ""Did you memorize the poem?""",,10,1
1697,6zPjTy833D59aZzLDIbWZm,EN,"Translate the sentence: ""Salt is a useful substance.""",,9,1
1698,5yVETHAkrRQ5ADDwWx4r1j,EN,"Translate the sentence: ""I have to try.""",,8,1
1699,4QRtOjeYvWS6fhs5kl8ofv,EN,"Translate the sentence: ""We could not continue our journey due to lack of money.""",,14,1
1700,3shcVxthlCc7FpmeJtGC8d,EN,"Translate the sentence: ""I am aware of the fact.""",,10,1
1701,a4TZZEMj0yP76JMqTbIxsM,EN,"Translate the sentence: ""Tom always wants to argue.""",,8,1
1702,WL290N1lf4aBWPeHFGaEV,EN,"Translate the sentence: ""He was very patient.""",,8,1
1703,1s7xqIc7WxpaX8FYMbsOmC,EN,"Translate the sentence: ""I lived in Osaka up to the age of 6.""",,14,1
1704,4mUkoFtYwGs84XEFZXgaPO,EN,"Translate the sentence: ""I decorate the classroom.""",,8,1
1705,QnEwgmeR9m7t1Tk5CCChT,EN,"Translate the sentence: ""I'm afraid to lose you.""",,9,1
1706,3ygJZUwraxV9k7b0jDSspx,EN,"Translate the sentence: ""You usually wear jeans.""",,8,1
1707,5lE1tvB97br7DJ9NBMytqL,EN,"Translate the sentence: ""This is the hottest summer in 50 years.""",,12,1
1708,8ClzgedmNba8Ze6XXEeZD6,EN,"Translate the sentence: ""The next Sunday is a concert.""",,10,1
1709,7cqOdwOFL4baRRW4DqmUzL,EN,"Translate the sentence: ""This is a fairly risky profession.""",,10,1
1710,1km9hCN41BV62khkURH6ZC,EN,"Translate the sentence: ""That was your decision.""",,8,1
1711,42YSgeuy2xraEXSdwpNuwd,EN,"Translate the sentence: ""This river flows through my village.""",,10,1
1712,8DALIA87DiAan3QoGCZ2ZK,EN,"Translate the sentence: ""May I borrow your car?""",,10,1
1713,4UDdi3f7Xt36r6quhmVIvM,EN,"Translate the sentence: ""Health is more important than money.""",,9,1
1714,aCo7Rp806Gz9P1TfuK3Ky1,EN,"Translate the sentence: ""Where is the museum's entrance?""",,10,1
1715,3gFOZvoaLM065EUUl3q011,EN,"Translate the sentence: ""My heart stopped beating.""",,10,1
1716,2jjqWlkug3j7n22B5ueZXB,EN,"Translate the sentence: ""The baby is doing well.""",,9,1
1717,4whAO1CCohZ6xOWlNVyGII,EN,"Translate the sentence: ""He ordered dinner.""",,9,1
1718,3sZuUnet3rd8KL4RWiW9rW,EN,"Translate the sentence: ""The snake devoted a frog.""",,9,1
1719,29vtz9z1QX9aIDwcL0KUq9,EN,"Translate the sentence: ""Tom has a boat.""",,8,1
1720,3bNGSZ4NEkL6IEqmIT7ulB,EN,"Translate the sentence: ""You cannot ignore Tom.""",,9,1
1721,987Y7jb0AP97AU67kopMry,EN,"Translate the sentence: ""Tom's squirrel was wearing a costume.""",,9,1
1722,8fAahelRGO49Brf7RWaZOq,EN,"Translate the sentence: ""The monkey fell off the tree.""",,9,1
1723,8FFCG5MJll7PvhcSKN8lf,EN,"Translate the sentence: ""A unicycle has a bike.""",,9,1
1724,4sC0tTJ8spUakNNkqCp01g,EN,"Translate the sentence: ""He comes here once a month.""",,10,1
1725,1vMMX0bRkmk5WSQjYxFoBc,EN,"Translate the sentence: ""You are too thin.""",,8,1
1726,6O3bzqsWKFj9cIgZjBRSJB,EN,"Translate the sentence: ""He felt excluded from society.""",,11,1
1727,32O3GBbrULGaqprRT2LZEJ,EN,"Translate the sentence: ""Today I have my birthday.""",,8,1
1728,9Fx8aBx7iPhaA8Fvyr9sBR,EN,"Translate the sentence: ""All of these books belong to me.""",,9,1
1729,lK09O45k3B5KMGgsnRAzy,EN,"Translate the sentence: ""I don't intend to apologize.""",,12,1
1730,aNgMm6yGCre9Pwfl3u94r7,EN,"Translate the sentence: ""It's time to die.""",,9,1
1731,ajwF6DQeUs17oBSx6YJ3FD,EN,"Translate the sentence: ""A stranger approached him.""",,9,1
1732,K3XdaMgv9d5KhCeBUmy1C,EN,"Translate the sentence: ""Did you hear from Tom's dispute with Mary?""",,12,1
1733,abauUITJnVVaH2aWatDXod,EN,"Translate the sentence: ""Hunger is the best cook.""",,9,1
1734,3ks6paRWVn6aN4OejH69J,EN,"Translate the sentence: ""There is no air on the moon.""",,11,1
1735,6rwXezI24Co8pf1FVXxRgN,EN,"Translate the sentence: ""The project is underway.""",,9,1
1736,4JGFd2D9PoQ7YDZ5ZLAjTI,EN,"Translate the sentence: ""It is warm all year round on the island.""",,11,1
1737,6SYjXWYBvvX6R7orjTgFpl,EN,"Translate the sentence: ""Mary insulted the waiter.""",,8,1
1738,8HBWvPSu2qU9OwXdQJCvG7,EN,"Translate the sentence: ""He is my neighbor.""",,8,1
1739,3btRkZjsQ7Iar3zCZgEsAt,EN,"Translate the sentence: ""The project is an initiative of the community.""",,11,1
1740,4PZx7sCf7KJ5UIRFBzdeQc,EN,"Translate the sentence: ""The prices will increase.""",,8,1
1741,9CyhtiSEa7y98Ny9ZK9Ssv,EN,"Translate the sentence: ""Do you own a car?""",,8,1
1742,sbw0g2rjlb8w5yB7qhMrk,EN,"Translate the sentence: ""His work has to do with prints.""",,11,1
1743,6GH6R6LmhCl7CUQF7KDGBF,EN,"Translate the sentence: ""Has the climate changed?""",,9,1
1744,zLr8ZjO5e4aBLw26p2vBD,EN,"Translate the sentence: ""I ordered a beer.""",,8,1
1745,avmBKuO4Ann8jr41lIhP3R,EN,"Translate the sentence: ""All paths lead to Rome.""",,9,1
1746,aOBuzacyt4v8yAD3gJdpX0,EN,"Translate the sentence: ""He is proud of his collection.""",,10,1
1747,8PXPtxiLedV8HDdzDjA2vl,EN,"Translate the sentence: ""He eats a tomato.""",,8,1
1748,rnCHah8tvv9ynL9PyDKL6,EN,"Translate the sentence: ""The statistics are on our side.""",,10,1
1749,89LDEDnuUOr6ulX3abc8aH,EN,"Translate the sentence: ""The sum of the cathetos squares is equal to the hypotenusen square.""",,12,1
1750,aI11qb759BE8JfwDK17FXo,EN,"Translate the sentence: ""Here is the bill.""",,8,1
1751,8E6BPI9vfPxa6wohlvPWPY,EN,"Translate the sentence: ""You love each other with passion.""",,9,1
1752,2JmTzTAl5DT9qENDroEZNK,EN,"Translate the sentence: ""The curtain has fallen.""",,8,1
1753,5D5bJJLyqUL8B2cFtgv1xu,EN,"Translate the sentence: ""The captain controls the whole ship.""",,10,1
1754,5WeQ9ZmbpkN8DEIum0ONr8,EN,"Translate the sentence: ""I will delete my comment.""",,9,1
1755,jUX3IFN7NJ8sRQs7AXuK5,EN,"Translate the sentence: ""Is this place free?""",,8,1
1756,8WxHGasxI0b8Ce9bCD4eHG,EN,"Translate the sentence: ""Faith is the death of intelligence.""",,11,1
1757,3IpV5Ae2ECP8E4qpPSD3Td,EN,"Translate the sentence: ""Not all birds can fly.""",,9,1
1758,4k3wWS1jfMpabtEUgZEVHZ,EN,"Translate the sentence: ""What is the alternative?""",,8,1
1759,4dvFV73hW8P8FfQvNqx7by,EN,"Translate the sentence: ""The soup is too hot.""",,9,1
1760,1SMXV5yUfKr81KYvZ0hWwz,EN,"Translate the sentence: ""This is my last word.""",,9,1
1761,2N6NUePhrnG9zBS4vQi1nf,EN,"Translate the sentence: ""May I offer you something to drink now?""",,12,1
1762,40WIZ5nBXo16QLL86qL85S,EN,"Translate the sentence: ""Babies often fall over.""",,8,1
1763,3m5xBeptrjX6sXWY01ZyeS,EN,"Translate the sentence: ""We have an interesting example.""",,9,1
1764,1kPwdngXMUQ6mivQ0HP1fe,EN,"Translate the sentence: ""Our refrigerator is broken.""",,8,1
1765,7B2qqgURXjo8s4R5CrNFW0,EN,"Translate the sentence: ""Happiness helps the brave.""",,9,1
1766,6yporZUjVspaPmw5Ne1i1m,EN,"Translate the sentence: ""The bus arrived ten minutes late.""",,12,1
1767,9MPeDvegmvUaXyVgsGQj7p,EN,"Translate the sentence: ""I have no evidence.""",,8,1
1768,7QyLGZdrdksa083sk2PsOC,EN,"Translate the sentence: ""Eggs can be used as weapons.""",,10,1
1769,8ywMkH9nWq56kjCHFqTEkd,EN,"Translate the sentence: ""He found a mistake in five lines.""",,12,1
1770,9UoMwJOhSyv9tqtYRQO9OY,EN,"Translate the sentence: ""The new system has proven to be successful.""",,12,1
1771,7UfJ5QkHqAj9UwFIPoKr1p,EN,"Translate the sentence: ""You decided to build a bridge.""",,11,1
1772,9Kay00fmqhb9SISx9LJyZL,EN,"Translate the sentence: ""I will provide you with a recipe.""",,10,1
1773,5zOHU3j9n3x5JwyxdIFSmO,EN,"Translate the sentence: ""It can't be true.""",,9,1
1774,3eYYB7e2WuDar6q2urQV0L,EN,"Translate the sentence: ""That was a nightmare.""",,8,1
1775,70n5ygiQosv6vRzl4jqmQm,EN,"Translate the sentence: ""How is the temperature?""",,8,1
1776,3BzzH9UdJX49b54Dbp23x3,EN,"Translate the sentence: ""The Bedouins live in the desert.""",,10,1
1777,4Ro18nFkZCJafOveC6is7X,EN,"Translate the sentence: ""This is my song!""",,8,1
1778,1jeqiuk8eeF6IvWzluDd4A,EN,"Translate the sentence: ""I didn't want to insult Tom.""",,9,1
1779,3mDw1hXnnbU9qKr4iehv2W,EN,"Translate the sentence: ""The next Sunday is a concert.""",,10,1
1780,VFDVcTIlela7d27NHwxF6,EN,"Translate the sentence: ""The table is next to the fridge.""",,10,1
1781,5PkVs2UVNJUaaztBsEjiTY,EN,"Translate the sentence: ""I can't think of everything.""",,10,1
1782,atSbZH3xtqJ9Or8GECgCGj,EN,"Translate the sentence: ""Where are the plates?""",,8,1
1783,6aeuKgIKQED8Mafulhfm9f,EN,"Translate the sentence: ""I eat too much meat.""",,9,1
1784,14z4iMHY2C59ksyPre5OWh,EN,"Translate the sentence: ""You can easily find the bank.""",,10,1
1785,5rMnPKBAjoV6jgOizuThkH,EN,"Translate the sentence: ""The boy visits his grandma.""",,9,1
1786,27bT2HoJAAa8T2WGtN4P94,EN,"Translate the sentence: ""Mark will sell the car.""",,9,1
1787,41TN12v14H58bTj4ISvIJk,EN,"Translate the sentence: ""The customer is always right.""",,9,1
1788,7Cmo2GRjI0u9aRhMpI9T7U,EN,"Translate the sentence: ""Both funds are dangerous.""",,8,1
1789,zlyDX2wtlU705Tf9MNTxo,EN,"Translate the sentence: ""The state could not meet the expectations of the citizens.""",,13,1
1790,aDrX2HomzHa5vpObCslqcG,EN,"Translate the sentence: ""Ah, so do you milk a cow?""",,11,1
1791,8MXM21hhMUo7cWRRP8S9WS,EN,"Translate the sentence: ""Bees give us honey.""",,8,1
1792,3un91ymFGMEamNmovpqFsn,EN,"Translate the sentence: ""It tries to prove the existence of ghosts.""",,12,1
1793,9YZrc1vidqAaEU8qUmMjLj,EN,"Translate the sentence: ""Fish live in the sea.""",,8,1
1794,5Wl1IgiXymZ5SKzMlPZJOe,EN,"Translate the sentence: ""I couldn't reject.""",,8,1
1795,17GEPqu92hc8tX1acx8yNh,EN,"Translate the sentence: ""Tom is our guest.""",,8,1
1796,3sxn5DLdfzH6Il6PDAq2bX,EN,"Translate the sentence: ""In the beginning, God created heaven and earth.""",,13,1
1797,8GueZrRlD3z5Q6touYc85m,EN,"Translate the sentence: ""I can't remember being promised.""",,13,1
1798,5TO68rRB0Gw8O9mmLzGhi6,EN,"Translate the sentence: ""He went to the dentist.""",,8,1
1799,7lvC5sZDSen9b11PUK5WFE,EN,"Translate the sentence: ""My heart stopped beating.""",,10,1
1800,1BjJ1QW2tGq5M7mWftLQS1,EN,"Translate the sentence: ""The priest is atheist.""",,8,1
1801,4AzAS1x1gyA8eR2uKlvBHj,EN,"Translate the sentence: ""I lived in Osaka up to the age of 6.""",,14,1
1802,6SBVDdRbq6vaDu8eVuI3PG,EN,"Translate the sentence: ""The week is over.""",,8,1
1803,aPfbdqXqQST5SULzztXr59,EN,"Translate the sentence: ""This is not a salt.""",,8,1
1804,3ZgDfEXK2pq8bOe1h7Ibym,EN,"Translate the sentence: ""We run out of gas.""",,9,1
1805,4XZ8sEvsgUl5DMsGoE5ufp,EN,"Translate the sentence: ""Tom always wants to argue.""",,8,1
1806,7gMjCj6HCx56S0r6T49hgj,EN,"Translate the sentence: ""In English the verb stands in front of the object.""",,12,1
1807,72svAJ5O9nM8zCAGeOk3W3,EN,"Translate the sentence: ""He has a little money.""",,9,1
1837,96PTNeCqkHc8CdBByYNrEo,EN,"Translate ""You decided to build a bridge."" to English.",,10,2
1839,2ulz7qYPcMn8LDxxAcLiz1,EN,"Why, although Julian does everything possible to give an image of a safe and determined person, he realizes that the people around him do not perceive him like this?",4796.0,34,1
1840,22xM40FSlWpaX3HxM7FsGO,EN,"Write the right answer. In the personal development process, several stages can be distinguished. After setting the development objectives, we start up:",4809.0,25,3
1842,5zrUSQFW1x08mT2bAirLYH,EN,"Write the answer using a keyword. During a business meal, Magdalena meets a charismatic and elegant man. He immediately imagines that he is one of the executives who will talk about important topics in front of the profession of professionals who will meet this morning. When leaving, Magdalena realizes that the man had actually come to accompany his wife, director of a great company. Magdalena was a ""victim"" of what is called:",4797.0,78,5
1846,5wArqB0SIoo9gwJMg82ujD,EN,"Write the correct answer using the keyword. The five big questionnaire is a recognized model. It contains 5 fundamental factors for personality description. Among these five factors are: openness, consciousness, extroversion, neuroticism, the fifth factor is:",4807.0,46,4
1848,3ZwDSXVQ7dS7EZcA1hNfqd,EN,"Write the right answer. Stefano works in a well -known company. Recently, one of his colleagues confidentially tells him about his boss's exaggerated claims. It is the second time you see her get out of the office crying. He decides to inform his superiors even if he risks to suffer consequences. In this case, Stefano demonstrates a specific quality. Which?",4801.0,59,7
1849,1q7Gldc2QS4a5DhEvKE8AY,EN,"Write the correct answer using the keyword. If in situations where I am under pressure, I can control and remain impassive while others lose their calm, I am demonstrating a certain quality that is also a form of self -control. Which?",4797.0,41,3
1851,65XQ8XwepGS9IzcNUeGaO4,EN,"Write your answer using a keyword. Joy, surprise, anger, fear. What is this all about?",4793.0,18,3
1852,a5clCCL835paB5G9EPX50s,EN,"Write the correct answer using keywords. Luca is a fervent defender of the environmental cause. It is very careful when complying with the principles that favor its protection and preservation. For some time, the company for which it works has been denounced for its unfair practices in the treatment of toxic waste. As communication responsible, your boss asks you to disseminate messages to clean the name of the company. Luca feels increasingly uncomfortable, he is very distressed and feels a lot of pressure. What are Luca experiencing?",4794.0,93,7
1853,1BQf4Z0Bz0m5La0Q5TTUjl,EN,"Write the answer using a keyword. During a business meal, Magdalena meets a charismatic and elegant man. He immediately imagines that he is one of the executives who will talk about important topics in front of the profession of professionals who will meet this morning. When leaving, Magdalena realizes that the man had actually come to accompany his wife, director of a great company. Magdalena was a ""victim"" of what is called:",4797.0,78,5
1854,8JX26PkJcR86YYK5nevG48,EN,"Write your answer using a keyword. Joy, surprise, anger, fear. What is this all about?",4793.0,18,3
1855,dsrE2QRf4t9oqqc2sCoI8,EN,Please translate the following sentence into English: Jost is a world week reader.,,12,1
1856,8odGUJfUtz5afXxxCANmVl,EN,Please translate the following sentence into English. He is looking forward to his birthday.,,14,2
