taskId,id,aspectId,sampleSolution,name,description,tenantId,categoryId,type,groupId,metaData
796,7CUm7BcYBG79uI8VPMUKCo,64596.0,15228,,3.2 Gedichtsinterpretation: Sekundärer Aspekt/12271,"Als sekundärer Aspekt des Gedichts wurde erkannt, dass innere Leere durch Verweilen gefüllt werden kann.",95,,MISCONCEPTION,2476.0,
797,6eVh0sUk73laFRNimbk7MC,1115.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
798,6tsg9mDSnNP9MSZAtBpQ08,1091.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
799,vO9lrQFWnd6rddJnOBDkJ,1100.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
800,97MdgAui4Mk7m6cOU11GNV,52425.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
801,7bJSSnEH7oC9X4OLEOBOHF,52434.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
802,7FFk3hJ8VXl5PxDmcM1yg6,52443.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
803,1mfdXT4GupD5I8EgTdLjnb,52450.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
804,3nyPPFNdnq3aWkfdyyblYZ,52405.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
805,6jck1jG2yALa91FNC2Avae,52414.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
806,3DSHS6PDsDJ6jCx4ZaYAkq,52472.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
807,3h77kJLwUzk9jnm3I5I72t,52484.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
808,acRRmel9dq79Mz98xPSL7U,52495.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
809,5h3g4hte7GG97F5Dc8VSfx,52514.0,84,,Zeitform: Präsens,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,1.0,CONCEPT,3871.0,
810,6eVh0sUk73laFRNimbk7MC,1116.0,165,,Kasus: Akkusativ,Die Antwort wurde im gewünschten Fall gegeben: Akkusativ,95,1.0,CONCEPT,,
811,6eVh0sUk73laFRNimbk7MC,1118.0,167,,Kongruenz: Pronomen-Kasus | Relativpronomen,Die Antwort wurde mit dem Einsatz von Relativpronomen passend zum Kasus formuliert.,95,1.0,CONCEPT,4059.0,
812,6eVh0sUk73laFRNimbk7MC,1122.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
813,avYO5lPPpNR7MVAKdARpVK,1111.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
814,6tsg9mDSnNP9MSZAtBpQ08,1121.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
815,vO9lrQFWnd6rddJnOBDkJ,1101.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
816,97MdgAui4Mk7m6cOU11GNV,52426.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
817,7bJSSnEH7oC9X4OLEOBOHF,52435.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
818,7FFk3hJ8VXl5PxDmcM1yg6,52444.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
819,1mfdXT4GupD5I8EgTdLjnb,52451.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
820,3nyPPFNdnq3aWkfdyyblYZ,52406.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
821,6jck1jG2yALa91FNC2Avae,52415.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
822,3DSHS6PDsDJ6jCx4ZaYAkq,52473.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
823,3h77kJLwUzk9jnm3I5I72t,52485.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
824,acRRmel9dq79Mz98xPSL7U,52496.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
825,5h3g4hte7GG97F5Dc8VSfx,52515.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
826,aYH2E7OnEXD6ZkBuRluem2,154209.0,85,,Kongruenz: Subjekt-Verb,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,1.0,CONCEPT,4017.0,
827,6eVh0sUk73laFRNimbk7MC,64532.0,15173,,Antworttyp: Satz/13143,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
828,6eVh0sUk73laFRNimbk7MC,65985.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
829,6tsg9mDSnNP9MSZAtBpQ08,65986.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
830,97MdgAui4Mk7m6cOU11GNV,65990.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
831,7bJSSnEH7oC9X4OLEOBOHF,65989.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
832,7FFk3hJ8VXl5PxDmcM1yg6,65991.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
833,1mfdXT4GupD5I8EgTdLjnb,65992.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
834,3nyPPFNdnq3aWkfdyyblYZ,65987.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
835,6jck1jG2yALa91FNC2Avae,65988.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
836,3DSHS6PDsDJ6jCx4ZaYAkq,65993.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
837,3h77kJLwUzk9jnm3I5I72t,65995.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
838,acRRmel9dq79Mz98xPSL7U,65994.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
839,5h3g4hte7GG97F5Dc8VSfx,65996.0,16585,,Zeitform: Präsens/13250,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,CONCEPT,3871.0,
840,6eVh0sUk73laFRNimbk7MC,65998.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
841,6tsg9mDSnNP9MSZAtBpQ08,65999.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
842,vO9lrQFWnd6rddJnOBDkJ,65997.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
843,97MdgAui4Mk7m6cOU11GNV,66002.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
844,7bJSSnEH7oC9X4OLEOBOHF,66004.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
845,7FFk3hJ8VXl5PxDmcM1yg6,66003.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
846,1mfdXT4GupD5I8EgTdLjnb,66005.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
847,3nyPPFNdnq3aWkfdyyblYZ,66000.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
848,6jck1jG2yALa91FNC2Avae,66001.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
849,3DSHS6PDsDJ6jCx4ZaYAkq,66006.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
850,3h77kJLwUzk9jnm3I5I72t,66008.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
851,acRRmel9dq79Mz98xPSL7U,66007.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
852,5h3g4hte7GG97F5Dc8VSfx,66009.0,16597,,Zeitform: Präsens/13251,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
853,6eVh0sUk73laFRNimbk7MC,66012.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
854,6tsg9mDSnNP9MSZAtBpQ08,66010.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
855,vO9lrQFWnd6rddJnOBDkJ,66011.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
856,97MdgAui4Mk7m6cOU11GNV,66015.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
857,7bJSSnEH7oC9X4OLEOBOHF,66016.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
858,7FFk3hJ8VXl5PxDmcM1yg6,66017.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
859,1mfdXT4GupD5I8EgTdLjnb,66018.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
860,3nyPPFNdnq3aWkfdyyblYZ,66013.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
861,6jck1jG2yALa91FNC2Avae,66014.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
862,3DSHS6PDsDJ6jCx4ZaYAkq,66019.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
863,3h77kJLwUzk9jnm3I5I72t,66020.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
864,acRRmel9dq79Mz98xPSL7U,66023.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
865,5h3g4hte7GG97F5Dc8VSfx,66021.0,16610,,Zeitform: Präsens/13252,Die Antwort wurde in der gewünschten Zeitform gegeben: Präsens.,95,,MISCONCEPTION,3871.0,
866,6eVh0sUk73laFRNimbk7MC,66130.0,16727,,Kongruenz: Subjekt-Verb/13460,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,,MISCONCEPTION,4017.0,
867,aYH2E7OnEXD6ZkBuRluem2,154210.0,16727,,Kongruenz: Subjekt-Verb/13460,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,,MISCONCEPTION,4017.0,
868,6eVh0sUk73laFRNimbk7MC,66131.0,16728,,Kongruenz: Subjekt-Verb/13461,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,,MISCONCEPTION,4017.0,
869,vO9lrQFWnd6rddJnOBDkJ,66132.0,16728,,Kongruenz: Subjekt-Verb/13461,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,,MISCONCEPTION,4017.0,
870,aYH2E7OnEXD6ZkBuRluem2,154211.0,16728,,Kongruenz: Subjekt-Verb/13461,In der gegebenen Antwort stimmt die Verbform mit dem Subjekt (in Person und Zahl) überein.,95,,MISCONCEPTION,4017.0,
871,6eVh0sUk73laFRNimbk7MC,66172.0,16768,,Kongruenz: Pronomen-Kasus | Relativpronomen/13191,Die Antwort wurde mit dem Einsatz von Relativpronomen passend zum Kasus formuliert.,95,,MISCONCEPTION,4059.0,
872,6eVh0sUk73laFRNimbk7MC,66174.0,16769,,Kongruenz: Pronomen-Kasus | Relativpronomen/13190,Die Antwort wurde mit dem Einsatz von Relativpronomen passend zum Kasus formuliert.,95,,MISCONCEPTION,4059.0,
873,avYO5lPPpNR7MVAKdARpVK,1108.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""eine neue Wohnung finden"", ""die Helfer bestellen"", ""nachdem""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
874,6tsg9mDSnNP9MSZAtBpQ08,1092.0,87,,Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
875,vO9lrQFWnd6rddJnOBDkJ,1103.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""packen""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
876,97MdgAui4Mk7m6cOU11GNV,52427.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Flugzeug"", ""Geflogen""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
877,7bJSSnEH7oC9X4OLEOBOHF,52436.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Restaurant"", ""Empfohlen""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
878,7FFk3hJ8VXl5PxDmcM1yg6,52445.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Haushalten"", ""Abfall"", ""Getrennt"", ""Meisten""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
879,1mfdXT4GupD5I8EgTdLjnb,52452.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""In Bayern wird viel Bier getrunken.""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
880,3nyPPFNdnq3aWkfdyyblYZ,52407.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Kaffee"", ""Serviert""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
881,6jck1jG2yALa91FNC2Avae,52416.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Ordner"", ""Abgeholt""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
882,3DSHS6PDsDJ6jCx4ZaYAkq,52474.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Koffer und Taschen"", ""Kleidung"", ""Eingepackt""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
883,3h77kJLwUzk9jnm3I5I72t,52486.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Wird"", ""Abgestellt"", ""Kühlschrank""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
884,acRRmel9dq79Mz98xPSL7U,52497.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Oft"", ""Untersucht"", ""Kind"", ""Ärztin""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
885,5h3g4hte7GG97F5Dc8VSfx,52516.0,87,"{""type"": ""DEFAULT"", ""sampleSolutionGroups"": [{""sampleSolutions"": [""Ärztin"", ""Medikament"", ""Empfohlen""]}]}",Verwendung der vorgegebenen Wörter,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,3.0,CONCEPT,3910.0,
886,avYO5lPPpNR7MVAKdARpVK,1109.0,162,,Zeitform: Plusquamperfekt,Die Antwort wurde in der gewünschten Zeitform gegeben: Plusquamperfekt,95,1.0,CONCEPT,4014.0,
887,avYO5lPPpNR7MVAKdARpVK,1145.0,182,,Reihenfolge der Wörter,Die Wörter werden in der richtigen Reihenfolge im Satz verwendet. ,95,,CONCEPT,54737.0,
888,avYO5lPPpNR7MVAKdARpVK,64535.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
889,6tsg9mDSnNP9MSZAtBpQ08,64533.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
890,vO9lrQFWnd6rddJnOBDkJ,64534.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
891,97MdgAui4Mk7m6cOU11GNV,64537.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
892,7bJSSnEH7oC9X4OLEOBOHF,64539.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
893,7FFk3hJ8VXl5PxDmcM1yg6,64540.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
894,1mfdXT4GupD5I8EgTdLjnb,64542.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
895,3nyPPFNdnq3aWkfdyyblYZ,64536.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
896,6jck1jG2yALa91FNC2Avae,64538.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
897,3DSHS6PDsDJ6jCx4ZaYAkq,64541.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
898,3h77kJLwUzk9jnm3I5I72t,64543.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
899,acRRmel9dq79Mz98xPSL7U,64544.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
900,5h3g4hte7GG97F5Dc8VSfx,64546.0,15174,,Antworttyp: Satz/13247,Die Antwort wurde in einem Satz gegeben.,95,,MISCONCEPTION,2412.0,
901,avYO5lPPpNR7MVAKdARpVK,66024.0,16623,,Verwendung der vorgegebenen Wörter/13067,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
902,avYO5lPPpNR7MVAKdARpVK,66025.0,16624,,Verwendung der vorgegebenen Wörter/13141,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,CONCEPT,3910.0,
903,6tsg9mDSnNP9MSZAtBpQ08,66026.0,16624,,Verwendung der vorgegebenen Wörter/13141,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,CONCEPT,3910.0,
904,vO9lrQFWnd6rddJnOBDkJ,66031.0,16624,,Verwendung der vorgegebenen Wörter/13141,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,CONCEPT,3910.0,
905,6jck1jG2yALa91FNC2Avae,66029.0,16624,,Verwendung der vorgegebenen Wörter/13141,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,CONCEPT,3910.0,
906,3h77kJLwUzk9jnm3I5I72t,66030.0,16624,,Verwendung der vorgegebenen Wörter/13141,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,CONCEPT,3910.0,
907,avYO5lPPpNR7MVAKdARpVK,66033.0,16631,,Verwendung der vorgegebenen Wörter/13142,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
908,6tsg9mDSnNP9MSZAtBpQ08,66032.0,16631,,Verwendung der vorgegebenen Wörter/13142,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
909,vO9lrQFWnd6rddJnOBDkJ,66036.0,16631,,Verwendung der vorgegebenen Wörter/13142,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
910,6jck1jG2yALa91FNC2Avae,66038.0,16631,,Verwendung der vorgegebenen Wörter/13142,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
911,3h77kJLwUzk9jnm3I5I72t,66037.0,16631,,Verwendung der vorgegebenen Wörter/13142,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
912,avYO5lPPpNR7MVAKdARpVK,66040.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
913,6tsg9mDSnNP9MSZAtBpQ08,66039.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
914,vO9lrQFWnd6rddJnOBDkJ,66041.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
915,97MdgAui4Mk7m6cOU11GNV,66044.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
916,7bJSSnEH7oC9X4OLEOBOHF,66045.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
917,7FFk3hJ8VXl5PxDmcM1yg6,66046.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
918,1mfdXT4GupD5I8EgTdLjnb,66048.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
919,3nyPPFNdnq3aWkfdyyblYZ,66043.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
920,6jck1jG2yALa91FNC2Avae,66042.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
921,3DSHS6PDsDJ6jCx4ZaYAkq,66047.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
922,3h77kJLwUzk9jnm3I5I72t,66049.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
923,acRRmel9dq79Mz98xPSL7U,66051.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
924,5h3g4hte7GG97F5Dc8VSfx,66050.0,16638,,Verwendung der vorgegebenen Wörter/13241,Die Antwort verwendet die in der Aufgabenbeschreibung angegebenen Wörter.,95,,MISCONCEPTION,3910.0,
