taskId,language,description,topic_id,word_count
524,ANZ8YXBvnt6WL3RWiHgr8,deu,gib antwort frage zielbezogen frage konn vorstellungsgesprach wahrend probezeit stellen,5194.0,10
525,zczFAcjzwi7H7kkKNjG66,deu,beschreib satz massnehmen personalmanag anwend problem schweizer demografi entgegenwirken,5190.0,9
526,xzal4tLN8F8Fj8Wu1XM50,deu,festivalveranstalt verlagern anlass grosser hall ausserhalb stadt bisschen teuer jedoch doppelt gross schildern stichwort auswirkung entscheidung folgend anspruchsgruppen stadt,4576.0,19
537,6LCN5fsCtLp8a2tktpTZOS,deu,veranstalt,,1
538,9XEvTav4ZvOafZsCcN8wuJ,deu,lehrbetrieb verandern können ware schilder anspruchsgruppen entscheidung profitieren werden,,9
544,S2nZvDhpwL9DlFTzfgdHM,deu,transformier folgend satz prateritum passiv alt mann lesen buch park,4816.0,10
545,2Xh7rARnQ4g5vWOGegrKvG,deu,nenn gegenstand strand finden lassen beispiel schwimmreif,4818.0,7
546,5ZXPpryEqGVai0mZ5VElOm,deu,erklar bildhaftigkeit fett gedruckt ausdruck hausmeist heut buro chef gehen wagen hohl lowen,4818.0,13
547,5qOlhWHQ75m5KqkStROI4j,deu,anton zeigen freundin julia buch neu kaufen julia sagen schnee gestern nennen sprachlich ausdruck julia verwenden meinen antwort zwei satze,4818.0,20
560,awpv0XE3g4Y5WI6T08ydUf,deu,writen english tim wohnen grossen hau,,6
561,3tWq4pujD9E7p5gXhZlj7j,deu,trenn wort kastani moglich silben jeweil sternch silbe einfugst z b handwerk hand werk,,14
563,5H9ghslTUZdaueQUXo4myJ,deu,folgend satz pronominal bezug eindeutig falsch formuli satz moglichst weniger anderung pronominal bezug deutlich frage ethisch betrachten anstand eigentlich selbstverstandlichkeit,3184.0,20
564,22ZzgIvC2dt99nzLjXKHQ0,deu,markiert teilsatz pronominal bezug eindeutig formulier pronominal bezug deutlich niemand mensch wertvorstellung vorschreiben dennoch beeinflussen,3184.0,15
565,2MJzmUFic6j9jSRWXk2npZ,deu,markieren ausdruck alliter stabreim beschreib rhetorisch figur folgend beispiel wirken macht aussag bushido song titel vergeben vergessen enthalt zeil vergeben vergessen madch besessen tran fur sprechen,3129.0,26
571,3gbjpjewKN1aa5y4aN20Yw,deu,time to make some mull wine gluhwein german vin chaud french what ingredi go into thi holiday drink,,18
594,uWvEWUyna09NtbP0RMp63,deu,markieren ausdruck metaph wirkung folgend beispiel red bull verleihen flugel werbeslogan,,11
595,2VX1HHa4SZp9Cs6Suof4ho,deu,beschreib hund bild,,3
597,4JCjlNNI8799WjxKeKYbER,deu,lesen bewertung vier punkt positiv,,5
598,7Xx3NrODBh69k4BwlIa1jb,deu,beschreiben folgend grafik,,3
599,7xmy0ni6bL06OP2x6ZWq5h,deu,bilden folgend schnipsel vollstandig satz prasen agypt reise famili,,9
601,7TYOlb7BQz66WlJXyI4XxN,deu,vorliegend text inhaltlich ahnlich geschicht sammelband busi class erscheinen inwiefern treffen sammeltitel padagog schnurig,1.0,14
602,85J5YDDsQFt9lCuygZwIOV,deu,lauten schlusssatz weinend jeno text martin suter beurteil drei variant hinblick plausibilitat stringenz textwirkung alec entlassen alec teilen schokolad schlecht bauchweh,1.0,21
603,Zqyme9ks3LawmypFAc0Wm,deu,zitier drei passag text verhaltni gustav schnurig famili aufzeigen,1.0,9
604,5zJ9PCGtPjN5LHnh4fp6LI,deu,interpreti titel padagog schnurig stichworten,1.0,5
605,2ZW78UEN6i95yZYthoNKFw,deu,dreieck abc geben beschreib umkrei dreieck abc konstruierst,1032.0,8
606,4vYuDvuEtAP6bgwgMyidhX,deu,nenn drei stilmittel erster absatz alec schnurig fragen sagen kanon schießen gener manag lacht gustav schnurig gen manag stolz fragen lachen carla schnurig hausfrau mutter schutteln kopf jeno schnurig fragen gener manag hochst antworten jeweil alec erwachsen lachen,1.0,38
607,5DZhO6jtIJ07Z6WVsHDCGR,deu,markieren ausdruck inhaltlich falsch ersetz passender vorbereitung laufen hochdruck,2025.0,9
616,arNMLZDFjIo5EvQ1IRFSND,deu,wortzusammensetzung fahrzeug stehen deutsch reih ahnlich ausdruck feuerzeug werkzeug flugzeug spielzeug erklar bedeutung grundwort zeug,2030.0,15
617,9zDaHDQUR187Xx0MBNlxfg,deu,wichtig mittel neu erkenntniss sachverhalt sprachlich bestehend mittel erfassen ubertragung eigentlich bedeutung ding bildlich vorstellen erklar ausdruck zermatt liegen fuss matterhorn eigentlich bedeutung fuss,2030.0,24
621,1qDmjytNLGY6kxhP3k2QZa,deu,folgend textausschnitt spezialsprach verfassen erklar fur spezialsprach typisch paus einschalten gelten grundsatzlich arbeitszeit,3127.0,13
622,7I2oJDLGasYaBfhJ3trppm,deu,nenn funf merkmal nachfolgend text fur textsort gesuch typisch,3132.0,9
623,8sm4Owyl0ZZajxg2Oy6WDn,deu,bild zwei aussage -- borkenkaferpopul wachst b waldsterbe nehmen kausal satzkonstrukt ursach wirkung,3273.0,13
624,fFvi5sqIAcbbXM6eGdl5E5,deu,meinung auffalligst formal merkmal unten stehend textauszug unterdessen wurd stadt lissabon portug erdbeben zerstort siebenjahrig krieg gehen vorub kaiser franz erst sterben polen wurd teilen kaiserin maria theresia sterben struense wurd hinrichten amerika wurd frei vereinigen franzosisch spanisch machen konnt gibraltar erober turken schließen gener stein veterani hohl ungarn kaiser joseph sterben konig gustav schweden erobern russisch finnland franzosisch revolut lang krieg fing kaiser leopold zweit gehen grab england bombardiert kopenhagen ackerleut saet schnitt muller mahlen schmied hammert bergleut grub metallader unterirdisch werkstatt quell johann peter hebel unverhofft wiedersehen schatzkastlein rheinischen hausfreund,3128.0,92
625,4hMWK3Mhj5haBKImBjmN0f,deu,kolonn ko gemisch atmospharendruck trennen beschreiben allgemein vorgang wahrend verfahren kolonn ko ablauft antwort satz,,15
626,3yYlsxQhH0J7pxKErqFl0l,deu,behalt teilanlag mussen wechsel periodisch regenerieren beschreiben regenerationsvorgang antwort satz,,10
649,9in2fLs3VGe9Zvm6kSCX0C,deu,nenn mindest unerlasslich schritt grundung kapitalgesellschaft,4637.0,6
650,5zyluBdE0TG62OLAEBlZ0J,deu,nenn beispiel fur wettbewerbsfahigkeit laut port gewinn unternehmen gefahrd konn,4637.0,10
651,7xEq6JQg3595JSy2FcVkK3,deu,alexandra unternehmen ziel arbeitskosten kontrol halten gleichzeitig uberstund mitarbeit reduzier konn fuhrungskraft vorgehen optimal vergleich vorteil ziel anzustellen,4637.0,18
652,abIewLHhxwI88tnX3M0aXM,deu,nenn geschaftsbereich beschaffungsstrategi roll spielen,4637.0,5
653,2HnBoVcp9Xt8NGpnWZ8SpL,deu,vorteil bpr gegenub bpo,4637.0,4
654,5WoJOR3YzcT9To8HVeSMDX,deu,gib beispiel fur notsitu innov fuhren,4637.0,6
655,88QAPR0DfbP9tafEd71RR1,deu,element bestehen marktorientierung,4637.0,3
656,85A3sDlpOfbawcpIGWK7GH,deu,zusatzlich p marketingmix,4637.0,3
658,UXytLE7BW37kxdIDbp8CC,deu,markt unternehmen gleichzeitig sowohl nachfrag anbiet,4637.0,6
659,as9jGFnkjQi7WJuWpBPLzS,deu,fur mensch lebensnotwendig element bargeld vergleichen,4637.0,6
660,8N1GWMl9OtP6ZOjREneuPh,deu,zweck nossenschafen,4637.0,2
661,6R3aCBlxufe8FNJ7Cfea1R,deu,zwei wichtig element arbeitsvertrag,4637.0,4
662,9kAVFcceGyb8qfhmY01JAZ,deu,gib beispiel fur nebenpunken vertrag,4637.0,5
665,9WOmZEGQSJQ8ZohzHPBjvZ,deu,regel gelten erfullungsmodalitat vereinbaren wurd,4637.0,5
666,4CS3Ie6Lfpy7dybhXgHphl,deu,passieren telefonanbiet alexandra vorschlagen richtig model zuruckzuschicken,4637.0,7
667,a92fwWLSwqG90Cr9fceuRW,deu,gesetzlich frist fur widerrufsrecht kkg vorsehen,4637.0,6
668,6VVRdwaiD0x6QSP3sGGJNq,deu,kategori leistungswirtschaftlich ziel befinden ziel zusammensetzung produkt verbessern,4637.0,8
669,ag6GDZAxa1u9l3g0aZzizY,deu,nenn zwei sozio demographisch merkmal b -- kunde beschreiben,4637.0,9
670,sDA2JGvjlk7cSK3H01oN8,deu,bedeuten tiefstprei gestaltungsspielraum preisfestlegung,4637.0,4
693,aRzlzAymuLD5NJdfqyfMNE,deu,behalt teilanlag mussen wechsel periodisch regenerieren beschreiben regenerationsvorgang antwort satz,,10
694,afIm0RTT4KK6XTC3ya0g1T,deu,nenn drei errungenschaft zug marktweib erreichen werden,5289.0,7
717,4T0hwZUZQEJ5VsGnDhcE5J,deu,wichtig zusammenarbeitest,,2
719,89EvLiSfvcb6YEF5S6wSyI,deu,kolonn ko gemisch atmospharendruck trennen beschreiben allgemein vorgang wahrend verfahren kolonn ko ablauft antwort satz,,15
720,1Eoip711J8H71DVAO8BtMI,deu,erklar eigen wort warum rund schafe vorzeitig tal bringen werden,5290.0,10
721,3rYsJTZ4C6R7DcaE4A48GM,deu,beschreib eigen wort warum eu akzeptieren schweden wolfsfrei zon bejagung wolfen geben,5290.0,12
722,81xdUMIFiyC7gTSwml1MTv,deu,kennzeichen erlebnislyrik antwort satz,5350.0,4
723,7fE9sk0x2amalma0takBp5,deu,vorgehen planen fur schlussteil interpretationsaufsatz nennen wichtig schritt,5349.0,8
724,7CUm7BcYBG79uI8VPMUKCo,deu,inhaltlich aspekt werden dichen interpretieren schreiben maxim satz,5349.0,8
728,9PhuGfW9VTH6PWM9HCc71E,deu,sag test,,2
738,790yfzUMFlJ8eXYT7OtUHW,deu,schreiben satz passiv prasen termin intensiv vorbereit kollege,,8
750,5gih6z8lRbv5ZAPRSSpPBB,deu,nenn funf merkmal nachfolgend text fur textsort ansichtskart typisch kauai hallo jen fahrt quer kalifornie eindrucklich kustenlandschaft architektonischen highlight super fein fischgerichten geniesse unglaublich natur paradiesinseln hawaii schick viel sonnenstrahl westkust neblig st gallen davon mehr genug flurina,,38
751,4ML0SLM43zo8qWKdRofXRJ,deu,nenn mindest drei schritt fur grundung kapitalgesellschaft ag unerlasslich,,9
752,4M0KfboDWtA6ObGlVugSf3,deu,unterkategori leistungsziel fallen ziel verbesserung produktzusammensetzung gib antwort mithilf weniger stichworter,,11
753,5FmJ8YfEnck9Kx5yaTp3tq,deu,bedeuten preisuntergrenz bei spielraum preisgestaltung gib antwort weniger stichworter,,9
754,gNeLZXp0hB6yNKZnTCWhu,deu,nenn zwei soziodemografisch merkmal -- -- kunde beschreiben,,8
755,6eVh0sUk73laFRNimbk7MC,deu,mach zwei satzen relativsatz arbeit gern laptop laptop letzen woch bekommen,5357.0,11
757,6tsg9mDSnNP9MSZAtBpQ08,deu,schreib satz passiv prasen termin intensiv vorbereit kollege,5357.0,8
758,vO9lrQFWnd6rddJnOBDkJ,deu,erganz passiv prasen packe koffer,5357.0,5
759,1HlJ2E0Eh6j9dPb2nRyAhz,deu,beantwort frage stichwort markt unternehmen sowohl angebot anspruch nehmen anbiet,,10
761,23zUOLGy5csatb7Cu5BooS,deu,nennen person leistung vertragsabschluss verspreochen wurd gib richtig begriff,,9
762,25x9qrIS2qT7LB2PMIgk1u,deu,nenn weniger wort beispiel fur nebenpunken vertrag,,7
763,3nBzin0PF5c6knuVAOuArd,deu,beschaffungsstrategi vieler verschieden geschaftsbereichen auswirken nenn davon,,7
764,3xCf5Xy6EO6yJ76Clf8Hn,deu,lang gesetzlich frist fur widerrufsrechen kkg gib antwort zwei stichworter,,10
765,3Yl9NwzlYWdafn2nDdj7PK,deu,erfullungsart disposit regel art or regeln erfullungsart vereinbaren wurd regel gelten,,11
766,41KfEnFGOIK5uGJXbwcueB,deu,unternehmen alexandra arbeiten ziel setzen arbeitskost senken uberstund mitarbeit reduzier konn fuhrungskraft vorteil einzeln ziel optim gegeneinand abwagen,,18
767,4bHWpTtpgLI8D0plppZRXR,deu,beantwort frage mithilf stichwortern menschlich lebenselixi bargeld vergleichen,,8
768,4bpvQu99nru7YfSkd9sGnm,deu,michael e porter intensiv frage strategi zusammenhang unternehmen beschaftigen port kernaussag bestehen darin gewinn unternehmen fahrden wettbewerbsfahigkeit starken nenn funf beispiel fur wettbewerbsfahigkeit gewinn unternehmen beeintrachtigen,,26
769,5bK13jAY6gI8OW824Qt8HI,deu,zweck genossenschaft beantwort frage mithilf stichworter,,6
770,5KlSk5YkgkO6GrhqlV59TE,deu,benenn stichwort beide wichtig punkt arbeitsvertrag,,6
771,5UxzTivll6l7aSiZTrJUEx,deu,gib satz beispiel fur verhaltensgrundsatz leitbild fur tatigkeit unternehmen fungieren konnen,,11
773,88sVR4fKxie7sti2j3VF0d,deu,nenn weniger satzen beispiel fur notsitu innovationsschub fuhren,,8
774,9IysJ152eU0apyoLAajCF3,deu,beantwort grundlag vorherig frage alexandra telefon bestellen stellen lieferung fest richtig model handeln folgend frage mehrere satzen passieren telefonanbiet anbieten richtig model schicken,,23
775,9XPGNeSialb622EcaKzEhR,deu,erganzend ps market mix beantwort frage mithilf stichworter,,8
776,ax7FhusSPr25MZWRV25j4l,deu,zwei element bestehen marktorientierung gib antwort mithilf zwei stichworter,,9
997,8nV6jHixGLC6LxvgnXSZmn,deu,erzahl march,,2
1002,4pXoyTaEFlJaVwAypNUXcg,deu,oberbegriff rand karott lauch bohn,,5
1020,9rCKEPSSaOp7G7DlM1pJJX,deu,schreib horst englisch,,3
1022,2rATYMv4oi86OVHf70vB81,deu,schreib horst englisch,,3
1024,4JjY5lxI6DN7ZZQBea6vYe,deu,schreib horst englisch,,3
1026,2BcrQMrzGkP7BqrNIaHvmR,deu,schreib horst englisch,,3
1027,7tGByzBuieXa5neEFykxw9,deu,schreib horst englisch,,3
1028,1z4E89TgHSz9UGddtnQxBs,deu,schreib horst englisch,,3
1030,3xR2maFYzzK92jtQFpftV9,deu,schreib horst englisch,,3
1032,8jzjALdq9Pk7Pjc1yRfqgc,deu,schreib horst englisch,,3
1033,6C3hIShVtFc5y9q53aK8HB,deu,schreib horst englisch,,3
1034,5l7rPyzlok49AGNoIzQLTc,deu,schreib horst englisch,,3
1036,5qMAkLb47xJ8LmJqOqfkQl,deu,schreib horst englisch,,3
1038,9p3ySDQHqFg6c3SqwKxw8Q,deu,schreib horst englisch,,3
1040,5peSXa7DKne6fGU2Go6xuQ,deu,schreib horst englisch,,3
1042,8gMM2RMhYDq7fGOLvf43Qf,deu,schreib horst englisch,,3
1044,3v4yM9Ls5rH9cV7qFLr3OW,deu,schreib horst englisch,,3
1046,1DPXFYgk223a3wx9vuFh1E,deu,schreib horst englisch,,3
1048,xgLGuVI9ke88RDCSGYqri,deu,schreib horst englisch,,3
1050,2Pp6X7DHo2w7GTXy5deqIj,deu,schreib horst englisch,,3
1052,36VyTcSJqNwaNV3GowI3KY,deu,schreib horst englisch,,3
1054,8kTAnxIcDaw70lG8CmjxlJ,deu,schreib horst englisch,,3
1056,3ia9DbCueeG7sJ2R5PH8GA,deu,schreib horst englisch,,3
1058,8U6CTZh4FP46cWirE6JYbw,deu,schreib horst englisch,,3
1060,auVRwPrkr4r7hFv6VJWL3i,deu,schreib horst englisch,,3
1062,5kXqjCoQ8Cf6N6w8Sz6H2c,deu,schreib horst englisch,,3
1064,3vZkbLAnQyE7xmvm7flAaL,deu,schreib horst englisch,,3
1066,5OaLH2akFXm7BfHnNyE5Dh,deu,schreib horst englisch,,3
1068,3frlfiu2omu9MDbWflCF7u,deu,schreib horst englisch,,3
1070,4C2lLdteqFlaR6AlQrVavF,deu,schreib horst englisch,,3
1072,a9JGrf1UsJq5xmTt7KSWJW,deu,schreib horst englisch,,3
1074,2UydCH4H06a2By3OAF9uZ,deu,schreib horst englisch,,3
1076,35ZDBxjESUe6G2cNVXYRmt,deu,schreib horst englisch,,3
1078,5mrUmSZ1oMv6mwy55PijC3,deu,schreib horst englisch,,3
1080,5tZjmhEUhf5814zD2yF0Qv,deu,schreib horst englisch,,3
1082,9SdUCxmLVa08aoZl7GYxab,deu,schreib horst englisch,,3
1083,1cNIJ2zqUmEanTrcoMfXnz,deu,schreib horst englisch,,3
1085,9aou4DbXhgR9EIapsw3UH2,deu,schreib horst englisch,,3
1086,7b6EMME5VxiaCEFifjPcs1,deu,schreib horst englisch,,3
1088,a27DhsJobHN7B2Weokm9OF,deu,schreib horst englisch,,3
1090,7XMHvB04uiy5L90zxyfjoJ,deu,schreib horst englisch,,3
1092,63uygWbwGTL6DN0sDKyPPl,deu,schreib horst englisch,,3
1094,6J0dM4IDurz8VMOHbXtZwl,deu,schreib horst englisch,,3
1096,2J9ppfq58SL6GBlx4NlsC2,deu,schreib horst englisch,,3
1098,2H2XH1bXuKpaoEGKIMbV80,deu,schreib horst englisch,,3
1100,aujtOP7Uy4c7rptw5R9kjM,deu,schreib horst englisch,,3
1102,8MZSZthHxvj9xDZF8uDo0q,deu,schreib horst englisch,,3
1104,40GBNa5KiTs7guxsazeQqP,deu,schreib horst englisch,,3
1106,3BryO9JGr7dab6wjrRzPoU,deu,schreib horst englisch,,3
1108,39ptbblkEGX75GKgEo1QgM,deu,schreib horst englisch,,3
1110,8fkpNr7DXvC5XJLbdTEGo8,deu,schreib horst englisch,,3
1112,6XnDcg23g2F5MDL24seRwW,deu,schreib horst englisch,,3
1114,490Kfcp7jndaqgEl8GtJOR,deu,schreib horst englisch,,3
1116,2xlWYpCQJIi69NhIgTCIqN,deu,schreib horst englisch,,3
1118,1uHV2ppc1H3a2jSMLa3R07,deu,schreib horst englisch,,3
1120,1xIoApFdfqI6cKWQu8Ej08,deu,schreib horst englisch,,3
1122,azILttSEneA9tNHFl5x8Uq,deu,schreib horst englisch,,3
1124,3ASN93VBjEJ8eV8FchwuIs,deu,schreib horst englisch,,3
1126,9CnIoJmoQm48s3eLzhsCiJ,deu,schreib horst englisch,,3
1128,1QY6CkGWchB5vK4C8ldfEB,deu,schreib horst englisch,,3
1130,8BrSML1KQOl7Cmm4tEA2lk,deu,schreib horst englisch,,3
1132,axf1bKHmgsK654AolAtC1u,deu,schreib horst englisch,,3
1134,a1VYRrh6XNT7Lv7hw2pXSQ,deu,schreib horst englisch,,3
1136,301OdQXw3QM8bDQzabxVZd,deu,schreib horst englisch,,3
1138,4uB4p9WfU2uasodupEw911,deu,schreib horst englisch,,3
1140,8PiCJbkImIU5AnaE83WtoX,deu,schreib horst englisch,,3
1142,5otocHjLUt89C4hui9XegN,deu,schreib horst englisch,,3
1144,lsvSc3C9fs80qQTuE4lSl,deu,schreib horst englisch,,3
1146,aIKfeUQZ4o9ahqdXxYvpB6,deu,schreib horst englisch,,3
1148,3ZZgURLFeNJ6rDozMRMx64,deu,schreib horst englisch,,3
1150,vyGccffQ1l6T7byfiuJUX,deu,schreib horst englisch,,3
1152,4IZbcbzrUd35xn5FfRQG8B,deu,schreib horst englisch,,3
1154,8mfzFS7Fyoc7cVBTmXh2mw,deu,schreib horst englisch,,3
1156,4rhRjbIvmmA7z8kW0HrINo,deu,schreib horst englisch,,3
1158,5xTDdFYpkASa2z2SK5WrfK,deu,schreib horst englisch,,3
1160,7CLG11re88haYXDZMTBEdz,deu,schreib horst englisch,,3
1162,6bW3VPh6me0ahQNLC8jHCs,deu,schreib horst englisch,,3
1164,8etB4ZErzA7E22cSVnRH9,deu,schreib horst englisch,,3
1166,jHWSTOVmHO7h3ufQNL6E3,deu,schreib horst englisch,,3
1168,J4RGLz3ARU8riA09XGn6b,deu,schreib horst englisch,,3
1170,7I5MDbeK2yO5DWMsI6WH7i,deu,schreib horst englisch,,3
1172,52fFWzWVMfYah7elUdyQyn,deu,schreib horst englisch,,3
1174,aukVKseucld9Q7aYmFbRJz,deu,schreib horst englisch,,3
1176,5FDQ2Tvo3oq613AaeV9Qoi,deu,schreib horst englisch,,3
1178,2aklbCVDAzy7Pc0MTU4btS,deu,schreib horst englisch,,3
1180,7xI7TVabRhk7fPM0VvqkIy,deu,schreib horst englisch,,3
1182,2rokvPyeNqm9lGplchr0ns,deu,schreib horst englisch,,3
1184,a0lWi3fv26l86ruT62DrKo,deu,schreib horst englisch,,3
1186,89t415dvXIR9VoPvmxpfuZ,deu,schreib horst englisch,,3
1188,6FADgat8zlj7sf0LXShynl,deu,schreib horst englisch,,3
1190,YWzHek8cjq9y1nEAUyVIu,deu,schreib horst englisch,,3
1192,4vI2ZlFuGSF94BhW6EaFob,deu,schreib horst englisch,,3
1194,2eg0vqMrmxT6E1fYevATJ5,deu,schreib horst englisch,,3
1196,29bJPJXGpkP7uacsKdHWhJ,deu,schreib horst englisch,,3
1198,6FdUmuzT2Vt8BleAU48whA,deu,schreib horst englisch,,3
1200,8yyPBaHaArU7o1v442a3AP,deu,schreib horst englisch,,3
1202,15xqvqostzM7lsRgLmQ9h6,deu,schreib horst englisch,,3
1204,4ZeQOwIaymH6wxorEiGRg4,deu,schreib horst englisch,,3
1206,anjpDjXODkJ6eJjD3EY5UN,deu,schreib horst englisch,,3
1208,7xCf8zdL45c9fipgKbtBDA,deu,schreib horst englisch,,3
1210,6qTayVH1NbkaIlWvdya1yW,deu,schreib horst englisch,,3
1212,aGIpH414qGX6h1NVUVLS99,deu,schreib horst englisch,,3
1214,6erNypDLgQa8hPjSVMPSlJ,deu,schreib horst englisch,,3
1216,5s46b8aC5Hg7MOJRdopOpQ,deu,schreib horst englisch,,3
1218,7Gzm18BJMmO75MZFPHUlFE,deu,schreib horst englisch,,3
1220,9Q6B5alJXpiagLKyUgeXwY,deu,schreib horst englisch,,3
1222,7gmmr007ZSEaLGGuf1IdBo,deu,schreib horst englisch,,3
1224,3Z1BwNBE2zN90epISYUhz5,deu,schreib horst englisch,,3
1226,yiGCKiEL2N8GwzXrKgHoz,deu,schreib horst englisch,,3
1228,48NGfdcWPlz6WT2PLSEbF4,deu,schreib horst englisch,,3
1230,5D82phxLTyoa7RpAb9fdLB,deu,schreib horst englisch,,3
1232,8HwxxHzGwtx64r32OdfJox,deu,schreib horst englisch,,3
1234,20Wv9gHaeOp80kmHjNogs6,deu,schreib horst englisch,,3
1236,9rIFpw6Cdd3971matmOsgt,deu,schreib horst englisch,,3
1238,2QkmBB3YvxU6LgLCuoBdXl,deu,schreib horst englisch,,3
1240,7hlxHdGudIT6hvZlwNEkib,deu,schreib horst englisch,,3
1242,9uunjOyHQJp5ylIEWlCriR,deu,schreib horst englisch,,3
1244,1hKkNsR3MPtaIgK1Vjva6x,deu,schreib horst englisch,,3
1246,1rsd2tbs20zajDk4SF6Yuu,deu,schreib horst englisch,,3
1248,2h0pS65Zjgl90pdyxy2gpS,deu,schreib horst englisch,,3
1250,4ljtqMywkzY7jjC6Bwd9DX,deu,schreib horst englisch,,3
1252,5nXQDhVIOr26RvlRMk01zb,deu,schreib horst englisch,,3
1254,9MrboymGEBTa2NAJnFtEly,deu,schreib horst englisch,,3
1256,6bWQYuhO2Dy8cS9wa0C33w,deu,schreib horst englisch,,3
1258,9MobGAxLEl9OqisySUZNU,deu,schreib horst englisch,,3
1260,1txZOMAhoqI5VjWzGY3EwI,deu,schreib horst englisch,,3
1262,4IPm5DVbndx7VaQg0tZodv,deu,schreib horst englisch,,3
1264,8r0rAVasQzM8QvWscf6ZJM,deu,schreib horst englisch,,3
1266,NTd8vnUk0VavHuZVM07XP,deu,schreib horst englisch,,3
1268,9VUszTSOXcB8yETmbFjvPD,deu,schreib horst englisch,,3
1270,9Z94XtS16Rr9avPs2n5OMb,deu,schreib horst englisch,,3
1272,2PegBtPXQ9U5vkiIgGiyof,deu,schreib horst englisch,,3
1274,5fK8a2wiaap5Kgm1jhzoSX,deu,schreib horst englisch,,3
1276,29wN6u6UNCE8fU7ozKYVZN,deu,schreib horst englisch,,3
1278,2khw35lKWbv9BuQpqDZVuB,deu,schreib horst englisch,,3
1280,2KZSSpb4uGH9w9LbTJiUYd,deu,schreib horst englisch,,3
1282,9qXYav5cgzw9KgPruvAlX2,deu,schreib horst englisch,,3
1284,9Hao1kKnzsc9FpbECdTH1Q,deu,schreib horst englisch,,3
1286,5dykdJ0qry1aM9Jzj6vJf1,deu,schreib horst englisch,,3
1288,1vWIrL5FL9A7euj54Hn9on,deu,schreib horst englisch,,3
1290,6VHL5M14xrm8ulS2Dt2q57,deu,schreib horst englisch,,3
1292,7kXeZlZGvcT5xXWiDIXYNm,deu,schreib horst englisch,,3
1294,aUu7LFzt9ES6aopjDa8bQc,deu,schreib horst englisch,,3
1296,aOz7cmIMjvJaiLDcUAO15i,deu,schreib horst englisch,,3
1298,34dypfvMvegaCA5dzRqIk1,deu,schreib horst englisch,,3
1300,8dNsGca4tLW8qlRQOCQwbJ,deu,schreib horst englisch,,3
1302,4iWPszcaVm76QgWdLFd2v1,deu,schreib horst englisch,,3
1304,2WcOWcyKPOV6hBaVz1TlHX,deu,schreib horst englisch,,3
1306,4EiQOjxgyfN9ZDVIpaVKcs,deu,schreib horst englisch,,3
1308,42FTGgv3AZO5E3ESVyUeRD,deu,schreib horst englisch,,3
1310,5B33T5IWToW8XcoQ9HGKx2,deu,schreib horst englisch,,3
1439,97MdgAui4Mk7m6cOU11GNV,deu,erganz passiv prasen fliegen flugzeug,5357.0,5
1440,7bJSSnEH7oC9X4OLEOBOHF,deu,erganz passiv prasen empfehlen restaur,5357.0,5
1441,7FFk3hJ8VXl5PxDmcM1yg6,deu,schreiben satz passiv prasen meister haushalt trennen abfal,5357.0,8
1442,1mfdXT4GupD5I8EgTdLjnb,deu,schreiben satz passiv prasen bayern trinkt bier,5357.0,7
1443,3nyPPFNdnq3aWkfdyyblYZ,deu,machen schreiben passiv prasen kaffe servieren,5357.0,6
1444,6jck1jG2yALa91FNC2Avae,deu,machen schreiben passiv prasen ordn abhol,5357.0,6
1445,3DSHS6PDsDJ6jCx4ZaYAkq,deu,ordn satz schreiben passiv prasen koffer tasch kleidung eingepacken,5357.0,9
1446,3h77kJLwUzk9jnm3I5I72t,deu,ordn satz schreiben passiv prasen abstellen kuhlschrank,5357.0,7
1447,acRRmel9dq79Mz98xPSL7U,deu,wer machen schreiben satz passiv prasen oft untersuch arztin kind,5357.0,10
1448,5h3g4hte7GG97F5Dc8VSfx,deu,wer machen schreiben satz passiv prasen empfehlen arztin medika,5357.0,9
1449,9URzo0wpVy92ui0J03pm8,deu,folgend satz pronominal bezug eindeutig falsch formuli satz moglichst weniger anderung pronominal bezug deutlich eltern spielen leben kind wichtig roll besond wichtig dabei zuneigung,3184.0,24
1453,10baTFQBhcG7RdR0B4h3VV,deu,busi engin umfasst ganzheitlich unternehmensmodellierung drei ebene,3260.0,7
1455,9GSohrXdeUY69i6W2Mj607,deu,bitt geben richtig antwort mithilf stichwort big fiv personlichkeitstest bewahren instrument enthalt zentral dimension fur beschreibung personlichkeit faktoren offenheit gewissenhaftigkeit extraver neurotizismu funft faktor,4789.0,24
1457,2YZ9bVCWMAs6QgiLZBnIkc,deu,bitt schreib richtig antwort individuell entwicklungsprozess mehrer phas festlegung entwicklungszielen legen folgend fest,4791.0,13
1465,aXcVqnRVf1uamu64xA8yO2,deu,bitt schreib richtig antwort julien geben muh sicher selbstbewusster eindruck hinterlassen dennoch spurt dementsprechend mitmensche wahrnehmen warum fall,2118.0,18
1467,JGx5tl6mC36hIlIY7IicJ,deu,bitt geben antwort mithilf stichwort freud uberraschung arg angst worum handeln dabei,4775.0,12
1470,86zQqDEV2ok5vVuPeFXRB8,deu,bitt geben antwort mithilf stichwort freud uberraschung arg angst worum handeln dabei,4775.0,12
1478,8zjMl0M9E2k8afjXA7HaQI,deu,bitt schreib richtig antwort stephan arbeiten renommiert unternehmen kurzlich erzahlen kolleginn unverhaltnismassig ermahnung vorgesetzt zweit mal tran buro kommen sehen beschliesst vorgesetzt informieren repressalie riskiert eigenschaflt weisen stephan,4783.0,28
