taskId,language,description,topic_id,word_count
1298,34dypfvMvegaCA5dzRqIk1_RS,deu,schreib horst englisch,,3
1300,8dNsGca4tLW8qlRQOCQwbJ_RS,deu,schreib englisch horst,,3
1302,4iWPszcaVm76QgWdLFd2v1_RS,deu,schreib englisch horst,,3
1304,2WcOWcyKPOV6hBaVz1TlHX_RS,deu,schreib horst englisch,,3
1306,4EiQOjxgyfN9ZDVIpaVKcs_RS,deu,schreib horst englisch,,3
1308,42FTGgv3AZO5E3ESVyUeRD_RS,deu,schreib horst englisch,,3
1310,5B33T5IWToW8XcoQ9HGKx2_RS,deu,englisch horst schreib,,3
1439,97MdgAui4Mk7m6cOU11GNV_RS,deu,passiv prasen fliege erganz flugzeug,5357.0,5
1440,7bJSSnEH7oC9X4OLEOBOHF_RS,deu,passiv erganz prasen empfehlen restaur,5357.0,5
1441,7FFk3hJ8VXl5PxDmcM1yg6_RS,deu,abfal satz passiv prasen meister haushalt trennen schreiben,5357.0,8
1442,1mfdXT4GupD5I8EgTdLjnb_RS,deu,schreiben satz passiv prasen bayern trinkt bier,5357.0,7
1443,3nyPPFNdnq3aWkfdyyblYZ_RS,deu,machen schreiben passiv prasen kaffe servieren,5357.0,6
1444,6jck1jG2yALa91FNC2Avae_RS,deu,machen ordn passiv prasen schreiben abholen,5357.0,6
1445,3DSHS6PDsDJ6jCx4ZaYAkq_RS,deu,ordn satz schreiben passiv prasen koffer tasch kleidung eingepacken,5357.0,9
1446,3h77kJLwUzk9jnm3I5I72t_RS,deu,ordn satz schreiben passiv prasen abstellen kuhlschrank,5357.0,7
1447,acRRmel9dq79Mz98xPSL7U_RS,deu,wer machen schreiben satz passiv prasen oft untersuch arztin kind,5357.0,10
1448,5h3g4hte7GG97F5Dc8VSfx_RS,deu,wer machen schreiben satz passiv prasen empfehlen arztin medika,5357.0,9
1449,9URzo0wpVy92ui0J03pm8_RS,deu,folgend satz pronominal bezug eindeutig wenige falsch formulier satz moglichst anderung pronominal bezug deutlich eltern spielen leben kind wichtig roll besond wichtig dabei zuneigung,3184.0,24
1453,10baTFQBhcG7RdR0B4h3VV_RS,deu,umfasst engin busi ganzheitlich unternehmensmodellierung drei ebene,3260.0,7
1455,9GSohrXdeUY69i6W2Mj607_RS,deu,bitt geben richtig antwort mithilf stichwort big fiv personlichkeitstest extraver bewahren instrument enthalt zentral dimension fur beschreibung personlichkeit faktoren offenheit gewissenhaftigkeit neurotizismu funft faktor,4789.0,24
1457,2YZ9bVCWMAs6QgiLZBnIkc_RS,deu,bitt schreib richtig antwort entwicklungsprozess individuell mehrer phas festlegung entwicklungszielen legen folgend fest,4791.0,13
1465,aXcVqnRVf1uamu64xA8yO2_RS,deu,bitt schreib richtig antwort julien geben muh sicher eindruck selbstbewusster hinterlassen dennoch spurt dementsprechend mitmensche wahrnehmen warum fall,2118.0,18
1467,JGx5tl6mC36hIlIY7IicJ_RS,deu,bitt geben antwort mithilf stichwort dabei uberraschung arg angst worum handeln freud,4775.0,12
1470,86zQqDEV2ok5vVuPeFXRB8_RS,deu,bitt geben antwort mithilf stichwort freud uberraschung arg angst worum handeln dabei,4775.0,12
1478,8zjMl0M9E2k8afjXA7HaQI_RS,deu,bitt schreib richtig antwort stephan arbeiten renommiert unternehmen kurzlich erzahlen kolleginn unverhaltnismassig ermahnung vorgesetzt stephan zweit mal tran buro kommen sehen beschliesst vorgesetzt informieren repressalie riskiert eigenschaflt weisen,4783.0,28
1479,372DbabsLUS6zqgKsx4cdL_RS,deu,bitt schreib richtig antwort stephan arbeiten renommiert unternehmen kurzlich erzahlen kolleginn unverhaltnismassig ermahnung vorgesetzt mal tran buro kommen sehen beschliesst vorgesetzt informieren repressalie riskieren zweit eigenschaflt weisen stephan,2118.0,28
1481,76kObQikjNu93AqR38lBG9_RS,deu,bitt schreiben richtig antwort luka acht monat plotzlich job verlieren mehrer aufeinanderfolgend phase durchlaufen erst schockiert wutend lehnen entscheidung ab gehen vollig verlieren heuen mehrere monat halt fur gut sach arbeitsplatz verlieren nenn motivierend projekt finden fur eignen weiss bereit schwierig neu situat umzugeh phase befinden luka beide schlusselwort fur phase,4788.0,51
1495,6HEOYZ9GLDb8wSVJg5jQjs_RS,deu,umsetzung vier etappe managementkreislauf wozu vorau auftragserteilung klar vollstandig fall mussen sech frage stellen davon setzen lauten funf,2122.0,18
1499,2ur0zmGmPcw5RJP7vKgFwP_RS,deu,drei form coach geben,2122.0,4
1503,6DFtlvEXItD87NAIddb3zH_RS,deu,deleg aufgabe mitarbeitend organisatorisch kongruenzprinzip nutzlich heisst akv prinzip wofur stehen drei buchstabe a k v,2122.0,16
1509,9ZmFxs7IH6A5xQNeNxTL9B_RS,deu,gib umfrage beispiel werten gemass drei fuhrungsperson verkorpern sollen,2122.0,9
1511,90KenkNgePlaEpxv2pymEL_RS,deu,sitzung organisatorisch vorbereiten beispielsweis pause fur lang sitzung verpflegung gegebenenfal unterkunft vorsehen planen,2122.0,13
1517,25ZAxhzvdZv9yoHBFVEYxa_RS,deu,ruckdeleg verstehen,2122.0,2
1518,ayETyHLjhYU9YcnmzeSurr_RS,deu,fuhrungstechniken oft rede manag by konzepten geben beispielsweis mbdr bzw managn by decis rule manag by konzept geben,2122.0,18
1519,7fh1LtsNBPO8nj19BnUE5X_RS,deu,eben mitarbeiterbeurteilung betreffen zwei zusammenarbeit,2122.0,5
1521,618JS178V4m5WzQfFNAgzt_RS,deu,riemann model spater thomann weiterentwickeln wurd zeigen jeweil zwei grundstrebung spannungsverhaltni zueinand stehen dauer versu wechsel heisst,2122.0,17
1522,3eDkbOKjfNz9xGENZE58q7_RS,deu,geben regel vier einberufung fur grund sitzung,2122.0,7
1523,889XPjuhrMC8igSsef7uH4_RS,deu,vier schlusselelement managn by object mbo,2122.0,6
1525,9n4PeJDa3Lb9MSzajchbf4_RS,deu,konn anzeichen demotiv,2122.0,3
1531,2257S80gxTw9nQLU6rgfx6_RS,deu,form markiert nebensatz hauptsatz markiert satz belassen form musst allenfal reihenfolg teilsatz umstellen stark regen fallen wurd spiel absagen,3247.0,19
1532,aAR4a8DVqZm8Gd4XNz107K_RS,deu,form markiert nebensatz hauptsatz markiert satz belassen form musst allenfal reihenfolg teilsatz umstell meer herrlich weshalb viel leuen gern dorthin ferien fahren,3247.0,22
1558,5Bi8jM84BXgazkzKtwi5YC_RS,deu,veranderungsprojekt geben antwort mithilf stichworter meister bitt auswirkung eben meinung,4988.0,10
1559,5le7xcGiiTM885JgrxpyvR_RS,deu,nennen wiederholt berichterstattung uber leistung dank veranderung erzielen werden,4986.0,9
1560,6khnaJSYzSK79MOfjlEf1a_RS,deu,bitt geben eigen antwort mithilf stichworter meinung eigenschaft fuhrungskraft helfen sensibilitat umgehen,4986.0,12
1561,339yUwCWvS780PvmbGpNPP_RS,deu,wandel beispiel fur technologische nennen bereich arbeitsmittel betreffen,4983.0,8
1562,3TBB0fx7hgJ6mnYa4sYqdg_RS,deu,nennen beispiel fur organisationsmodel organisatorisch wandel betreffen,4985.0,7
1563,87INKpsHQ16aWoWRLBZQ0U_RS,deu,geben antwort mithilf beschreibung erwartung fuhrungsrol stellen,4988.0,7
1564,2yepbESY8ozaTMSCZ90tdH_RS,deu,beantworten frage richtig phase angeben alexandra unternehmen wurd umstrukturieren fuhrt entlassung fuhrungskrafn wurd alexandra plotzlich chefin team mehr vier sieben person bestehen neu mitarbeit team schwierigkeit veranderung gewohn alexandra erledigen aufgabe jedoch weiterhin integr neu mitarbeit tun phase veranderungskurv befinden,4986.0,40
1565,38L4VnyyQjV8v1zEnCs5v0_RS,deu,beantwort frage korrekt zimm benenn beschreibung zutreffen firma karl arbeiten verlegen arbeitsplatz direkt arbeit carl bewussen vorn schauen bedrohen finden fallen jedoch schwer entscheidung treffen fuhlt nostalgisch denken situat bekanntgeben nachricht produktivitat beeintrachtigen zimm vier zimm model befinden,4987.0,38
1566,2lMawB2icY1az09kjXyEnP_RS,deu,beantworten frage entsprechend phase benenn phase befind person bestimmen fur veranderungsprojekt verantwortlich,4993.0,12
1567,48uyP1X5EAR9bbrEVFy6rc_RS,deu,beantworten satz frage signalisieren person widerstand leisten wirklich,4986.0,8
1568,1IYC6lu9pR67OaeS35etxy_RS,deu,beantworten frage korrekt method benennen kommunikationsmaßnahm werden einfuhr personlich bedurfniss person zusatzlich unterstutzung ermitteln,4984.0,14
1570,34a5nwUmh2D8k3M8iEXs2p_RS,deu,bestimmen frage bestimmen handlungstyp nennen karl uberzeugungskraft einsetzen projekt bekommen ursprunglich fur alexandra beantworten tun,4985.0,15
1571,3mRTfMFgVLaaXfqMPEGDrE_RS,deu,beantworten reihenfolg frage drei richtig antwort angeben alphabetisch drei bedingung musse erfullt verhalt rahmen unternehmensumstrukturierung andern,4984.0,16
1572,4EAqcT9OWJL6OwOBcdo0Zl_RS,deu,bitt geben richtig antwort kommunikationsmaßnehmen informieren alexandra uber herausforderung vielleicht unschon wahrheit team zukommen,4989.0,14
1573,5B7IvMnJA997uZzZUYc4q0_RS,deu,nennen beispiel fur aufgeben roll vermittl verbinden,4987.0,7
1574,70OkWK0n5Ih87Lx4aS3qgL_RS,deu,beantworten frage entsprechend method benenn method aktiv unterstutzung begleitung wurdest einsetzen mitarbeit neu gefordert fahigkeit moglichkeit entwickeln,4989.0,17
1576,8mSuKNKNgRw874WzDcfDP0_RS,deu,nennen fur technologisch wandel beispiel transportwesen,4983.0,6
1577,9UISn18Fsdaa8MYKDeJKgj_RS,deu,veranderung frage nennen wiederholt berichterstattung uber leistung dank beantwort erzielen werden,4987.0,11
1578,aBBAjlpWQhI6j4mkG14spd_RS,deu,bitt beantworten frage stichwort form veranderung entsprechen onlin kommunikationsplattform unternehmensintern einrichtung zusammenhang covid pandemi,4986.0,14
1579,aS9POJ8r2tn5TBgtUE99NL_RS,deu,nennen beispiel fur interessengrupp,4991.0,4
1628,75DBcPydjVB8VyijgpI0t3_RS,deu,schreib horst englisch,,3
1630,a9UPGVFknIZaIK1ZLWcJrI_RS,deu,schreib englisch horst,,3
1632,2LDUTpnIehiaJUu3lzsnUm_RS,deu,schreib horst englisch,,3
1634,5okM7OScMI2aW4J7yWA0t1_RS,deu,schreib englisch horst,,3
1635,1b3LtF6qPk46IQQvn92ZDF_RS,deu,schreib horst englisch,,3
1636,9UVjOVuS8AM7z29wc6vnKq_RS,deu,schreib horst englisch,,3
1638,a7nhdEsA3ry7gxErziK1wC_RS,deu,schreib horst englisch,,3
1642,aC5pNYtvYOb6XDqvcq1dsu_RS,deu,schreib englisch horst,,3
1644,1jluuI7cKY9azlSA8qBwp5_RS,deu,schreib horst englisch,,3
1649,acX6e2WCFnY8RZQZUo2oNM_RS,deu,schreib horst englisch,,3
1651,21TysdCki4A6FYErfE6Jm7_RS,deu,schreib horst englisch,,3
1652,439dCH3rEZo8dSkoXrIdnG_RS,deu,schreib horst englisch,,3
1659,2GeReVvD3ee86OtWju4LOe_RS,deu,schreib horst englisch,,3
1688,4pKkeNj3T6ZaUqdC7cefmS_RS,deu,gib antwort stichwort meinung sensibilitat eigenschaft leader helfen eigen umzugehen,4986.0,10
1689,5uQBlerTLL09zTEJkjoY0P_RS,deu,beantwort zwei stichworter meister veranderungsprojekt auswirkung zwei eben frage meinung,4988.0,10
1690,2SlBVhjmVIN9brWa5caXzs_RS,deu,nenn weniger wort beispiel fur technologisch wandel arbeitsmittel betreffen,4983.0,9
1691,3PEjuP7EEn6a1U8sGBCKv8_RS,deu,nenn beispiel organisatorisch veranderung fur organisationsmodel betreffen,4985.0,7
1692,8qiNixePl585WRsLTvsO5L_RS,deu,beantwort frage beschreibung formulierst nenn erwartung fuhrungsrol mindesten,4988.0,8
1693,7niZcHw13T26fs05I4CQiX_RS,deu,beantwort frage entsprechend kammer model benennst beschreibung entsprechen firma carl arbeiten verlagern arbeitsplatz direkt bedrohen carl bewussen vorn blicken arbeit finden fallt schwer entscheiden erinnern nostalgisch situat bekanntgeben nachricht beeintrachtigen produktivitat,4987.0,31
1694,4My3qZPpoD29iUxDtDEVQp_RS,deu,beantwort frage phase veranderungskurv benennst alexandra befinden alexandra firma wurd umstrukturiern entlassung fuhrungskraften fuhrt dadurch alexandra tag weiterhin mehr chefin vierkopfig siebenkopfigen team neu mitarbeit team schwierigkeit veranderung gewohn alexandra macht arbeit jedoch integr neu mitarbeit tun,4986.0,37
1695,2jnGAP7Hufw8aZUcKNJMc7_RS,deu,vervollstandig satz drei adjektiv schritt kott model entwickeln strategi vision befindest vision,4989.0,12
1696,5lqXRJhkFvMaTGrslIY6YY_RS,deu,bereitschaft veranderung entwickeln gefuhl dringlichkeit schöpfen musse verantwortliche bestimmen frage beantworten konn gib davon,4993.0,14
1697,89qzhqauONB6K7kRLpV64m_RS,deu,beantwort frage vollstandigen satz signal widerstand person senden leisten eigentlich,4986.0,10
1698,DgC1xLQRqo95OXxMTuMjN_RS,deu,beantwort personlich method benennst kommunikationsmaßnehmen wurdest einfuhr frage bedurfniss person zusatzlich unterstutzung ermitteln,4984.0,13
1699,aqldUKdUSre6kdvHuBrYt7_RS,deu,nennen intern extern direkt indirekt aktivitat unternehmen betreffen daher interesse gegenub personengrupp unternehmen geltend,4986.0,14
1700,1Khq1NcVb2T84UFefrMlqJ_RS,deu,beantwort frage bestimmen art handlung angibst carl uberzeugungskraft einsetzen projekt bekommen ursprunglich alexandra widmen tun,4985.0,15
1701,1MoRHyQX5pJ6OVL1qZqP6i_RS,deu,beantwort veranderung frage wort art veranderung stellen einrichtung onlin plattform kontext coronaviru pandemi dar handeln revolutionar global,4986.0,17
1703,2XCZvkZWgxOaAr62HhDWR3_RS,deu,nenn beispiel interessengrupp fur,4991.0,4
1704,3FGpNp7eJHi75fsSSV17zn_RS,deu,beantwort frage beid erwarten antwort gibst moglich projekt alexandra groß spannung fuhrt zwei reaktion neu eher posit eher neg,4986.0,19
1705,4unxe0YKsV57iyJC6yj14a_RS,deu,nenn beispiel fur technisch entwicklung transportwesen,4983.0,6
1706,5F5z68DvGND93wql4U4JTo_RS,deu,beantwort frage entsprechend method benennst method aktiv unterstutzung begleitung einsetzen mitarbeit wurdest neu gefordert fahigkeit entwickeln,4989.0,16
1707,5OD6pEEQ0Og74G6ac34ELo_RS,deu,nennen immer erfolgreich durchgefuhrt bericht uber leistung aufgrund veranderung,4987.0,9
1708,5UI7ddBqEUf9RzaFurONES_RS,deu,nenn verbinden beispiel fur aufgeben roll vermittl facilit satz,4987.0,9
1710,7lQ0BAuQLHG5SFqQxJkmm7_RS,deu,beantwort frage drei antwort alphabetisch reihenfolg drei bedingung musse erfullt verhalt rahmen angibst unternehmensumstrukturierung andern,4984.0,15
1711,2ocqg6L4oDYaTwlILJ60Pc_RS,deu,vorteil frage bpr busi process reengin vergleich optimierung bereit bestehend prozess beantwort kurz satz,,14
1731,1XeceQVq7DP7L36W36dedb_RS,deu,bitt antwort mithilf stichwort geben reih nonverbal signal geben wichtig information uber beziehungsaspekt kommunik botschaft empfang mitunt wahrnehmen storend wenig authentisch vertrauenswurdig hierbei handeln art botschaft,5269.0,26
1732,2FRbuv73DKKakf72y9H90L_RS,deu,kritik geben antwort mithilf mehrer schlusselwort kritikgesprach beispielsweis fehlverhalten ungenugend leistung gehen fuhrungskraft kritik mitarbeit formulieren bitt moglichst konstruktiv wichtig richten emotion oft verzerren subjektivitat abdriften worum gehen,5270.0,28
1735,WQpEgyLgi089ljEf8PuJw_RS,deu,walter buchhalt debitoren generaldirekt sbb bern nennen aufgabe sowi moglich kompetenz verantwortung stell taskbas kommentar folgend aufgeben handeln offen aufgeben fur aufgab musterlosung hinterlegen taskbas aufgeben gut wissen vorhanden information aufsetzen musterlosung vorhanden moglich antwort gemass einschatzung hep fehl zusammenarbeit werden didaktisch diskussion passieren feedbacktext lernend hinwei geben korrekt antwort konnt feedbacktext enthalt musterlosung,,54
1736,aqFM7iL1gxE8Nl9d5EwMZ7_RS,deu,nennen variant organis taskbas kommentar aufgeben handeln vorhanden cloze aufgeben wort beantworten fur aufgab musterlosung anhand aufgab aufgesetzt wurd feedback geben lernend hinwei richtig losung enthalt musterlosung,,27
1737,5CFVvAUF1ql5IyB56TENAa_RS,deu,warum wurd wohl organis wahlen taskbas kommentar aufgeben offen aufgeben fur aufgab musterlosung vorhanden anhand aufgab aufgesetzt wurd feedback geben lernend hinwei richtig losung enthalt handeln musterlosung feedback ebenfal hinterlegen lernend grammatik rechtschreibfehl machen liegen allerd hoheit hep individuel didaktisch anforderung angepasst,,42
1738,3OSeZ6O83us8GUTd4pseaY_RS,deu,abteilung organisieren taskbas kommentar aufgeben handeln offen aufgeben fur aufgab musterlosung vorhanden anhand aufgab aufgesetzt wurd feedback geben lernend hinwei richtig losung enthalt musterlosung feedback ebenfal hinterlegen lernend grammatik rechtschreibfehl machen liegen allerd hoheit hep individuel didaktisch anforderung angepasst,,39
1751,1wJ2BoVC0SE5WBXSwrrqfQ_RS,deu,beschreiben anhand beispiel beruflich tatigkeit unterschi eustress distress,,8
1752,7ouD1dvJsVi8EBD2bRnKu7_RS,deu,chefin vorteil still stund uberzeug nennen mindester zwei argument dafursprechen,,10
1753,58KeFv8KBkG6biUL2vMAC7_RS,deu,tina sagen manchmal prioritatensetzung gerat typisch zeitfall unzufrieden arbeitsergebnissen muhe motiv schlagen umso mehr uberzeugt lohnen zeitplanung konkret ziel setzen motivieren erleichtern zeitkontrol wiederum positiv effekt personlich zeitplanung zudem stell fest je motivieren desto wenig zeit brauch fur erledigen aufgabe einfach effizient stellen tina aussag uber zeitplanung problemnetz dar halten relevanten einflussfaktor fest wirkungsrichtung einflussfaktor form pfeil wirkungsart erganz problemnetzwerk notig weit bedeutend einflussfaktoren wirkungen,,65
1754,8fF4acPIaga8B8p612RCko_RS,deu,bekannt sprichwort lauten weiss macht heiss beschreiben anhand beispiel sprichwort konnen effizient umgang information bedeuten fur,,16
1755,9KWNJE2Ujke6rONsMRRyQL_RS,deu,drei freund unterhalten uber stress arbeit stressoren sprechen schilderung jona manchmal gefuhl sein depp dienst schon sagen helf teamkollegen ja wirklich gern letzter zeit landen immer mehr pendenzen tisch schuld einfach wenig gut nein sagen b didier job a standig ach fallen zunehmend alt schein jeweilig zeitumstellung immer schlecht wegzustecken deshalb empfind vieler flug amerika fern osten mittlerweil wirklich stressig c simon fur branch ankundigen entlassungswel unternehmen erfassen dürfen gar daran denken davon betroffen konnt ausgerechnet endlich traum eigen hau verwirklichen können geben moment fur job leisen entsprechend viel uberstunden,,90
1756,aR9fTh0BR8n6huaPo7tiDn_RS,deu,adrian nehmen aktivitatenkontrol nachfolgend finden ausschnitt davon beantworten folgend frage a schatzen adrian zeitplanung vormittag begrunden einschatzung satzen b seh optimierungsmoglichkeiten konkret vorschlag aktivitatenkontrol tag datum xx uhrzeit unterlag prioritat zeit zeit comput gestarten tagesplanung -- arbeit projekt xy a anruf d bzgl m c aktivitat fur d kopieren papier aufgefullt c projekt xy a kaffeepaus zeitung x fussnot schwatzch kolleg r uber schneechao x maileingang checken mail beantworten b gesprach g uber kundenreklam -- -- antwort s inform b geschickt -- kurzpaus x projekt xy a dokument projekt xy weitergeleiten -- mittagspaus x,,94
1779,4aDyM3FpMml899eVlfeZsN_RS,deu,konflikt analysieren begreifen worum wirklich gehen offen frage stellen konflikt ermoglichen situat gut versteh frage konnen stelle analysieren gib zwei beispiel,2123.0,21
1781,9vgSAEaUd9D7YPrVUxRgwK_RS,deu,mob verstehen verbal nonverbal handlungen person uber langeren zeitraum mob verschied merkmal z b angriff neg moglichkeit mitteilen mobbinghandlungen geben nenn mindest beispiel,2123.0,23
1784,8loZvzzdKW168pozQTgLo3_RS,deu,begrussung gesprachseroffnung konfliktgesprach wichtig dabei vorgehen,2123.0,6
1785,6fgiOl021yk6LX8Arq2qs0_RS,deu,widerstand gegenub veranderungen angst angst zuruckzufuhr widerstand jedoch neu beruh gewohnheit sicherheit wohlbefind schaffe aufgeben mussen angst konn veranderungen auftreten,2123.0,20
1786,1DP4UsyOuL98mGHNpnRZSj_RS,deu,fur konstruktiv umgang beachten widerstand mussen gewiss grundsatz,2123.0,8
1795,1bE5K6vfUmkaLCVEop9wJM_RS,deu,formulier antwort mithilf mehrer stichwort tyrann mindest zwei dimension lebensbereich person nenn tater beeintrachtigen,5425.0,14
1831,2OCzVPx47hE9q61ls1ggvQ_RS,deu,gottfri benn reise zurich beispiel sein tief stadt wund weih immer inhalt habana wissen hibiskusrot brechen ewig manna fur wustennot bahnhofstraß ruee boulevard lido laan fifth avenuee fallen leer ach vergeblich fahren spat erst erfahren bleiben still bewahren umgrenzend benutzen folgend formulierungsbaustein einleitung interpret beginnen gedicht jahr fragen lyrisch,5356.0,49
1839,4xPeRWNXC0q7fn6mDCyxu1_RS,deu,bitt geben einleitung antwort stichwortern satz allgemeinen gehen davon prasent gesamt prasent ausmachen meinung hauptzweck einleitung,5242.0,16
1840,1WkeQbPvkBb7mpOxqLNTvA_RS,deu,geben antwort satz sollen bitt prasent tun sinnvol bilanz ziehen konn,5246.0,11
1842,3uHho6mcwEV7GAKHDVc3a2_RS,deu,geben antwort satz rhetorik wichtig kriterium fur bitt erfolgreich prasent konn erklare inwiefern,5244.0,13
1843,1293GBkjDYEaXvgdCO44iO_RS,deu,bitt geben antwort mithilf rhetorik wirkung arbeit stichworter publikum ausuben mocht uberzeugen nennen zwei beispiel fur redemittel,5246.0,17
1844,48N0CT2xnOw8t8MbJQ4bDg_RS,deu,bitt antwort stichwort art hilfsmittel gut verwend prasent uberzeugend gestalt groß visuel wirkung verleihen innerhalb prasent zahlenangab einflecht,5245.0,18
1849,QfmhZzEz428ASC0rQCgyu_RS,deu,bitt antwort mithilf stichworter stimm wertvol hilfsmittel prasent klangfarb unser stimm raum publikum anpassen sprechgeschwindigkeit maßig essenziel stilmittel beispiel konn fur richtig einsatz stimm prasent nennen,5244.0,26
1861,2I6EiUtDRH07dfI7MQwTyt_RS,deu,satzgli handeln fett markiert wortgrupp sinnen blond postassistentin uber vielleicht zukunft,5452.0,11
1862,s8jsymMwfZ7Fn4A59dRSU_RS,deu,beschreib hund erwahn hierbei rass farb groß alter einfallt,,9
1864,4zCCSDzZTms68NuZVvcVct_RS,deu,satz prateritum gestern erzahlen schreiben schichen,,6
1865,7zfjwIwagx5az8LCkxXHsO_RS,deu,erklar daten ethisch sicht wichtig warum schutzen,,7
1866,7SD9u9MoZjYaAhDd6kLBRo_RS,deu,nenn ubermittlungsbog laufzettel nachteil verfahren,,5
1867,3fXs9eN4lDd7hkGplAKFO3_RS,deu,gib eigenschaft ide projekt konn mund,,6
1868,9oRkVfq3T2P6F9BloLII3S_RS,deu,kundenbedurfniss sicht prozess befriedigung input,,5
1869,8D1z6MPJmr65Takllixd2i_RS,deu,prozess output sicht befriedigung kundenbedurfniss,,5
1871,2JIQtvavj715NCtZBhwpKb_RS,deu,beschreib zwei satzen problem umgang fluchtling deutlich,,7
1875,7Pv0gEhr6Xc8mgGlUvktVK_RS,deu,bild satz konjunktiv florian gern neu auto,,7
1881,9YNgZK9qGs3aIva1dwBYZa_RS,deu,nenn hinwei journal liefern,,4
1882,5NM4ASUhva5aCNnFd8qMlv_RS,deu,zwei ding fur hauptbuch lauf verwenden jahr,,7
1883,SOMP2AgEC08C9MNNjovKJ_RS,deu,formulier satz heuen ii verwendung vorgegeben element konjunktiv abend helfen konn,,11
1884,aY3j1u00B739hp4ZmHLVHe_RS,deu,satz konjunktiv ii verwendung vorgegeben element brianna formulier gern mehr geld,,11
1885,58t23BMySTX7k9YZ5GNJb1_RS,deu,nennen mindest zwei trope figur unten stehend gedichtzeil verwenden schatten tag nacht licht ruckeren,4256.0,14
1886,4dC0dURpTys8xCpcn8DpTX_RS,deu,plantscht mindest zwei trope figur unten stehend zitat verwenden ewig plauscht nennen plitscht platscht gustav falk,4256.0,16
1887,2FUVavFyDxH7HwGSn8F8af_RS,deu,unten findest auszug adolf ogi jahrhundert markieren worter rhetorik belieben stilmittel benenn gelaufigen terminologi rede wurd leicht verandern danken drei generation land letzter neujahrsred gedient wissen konn turbulent zeit fuhren modern gerecht sozial staatswesen schaffen bieten sicherheit stabilitat wohlstand dafur dankbar,4256.0,41
1888,5kVwt1u3P7P8mKDypeZrMY_RS,deu,nennen mindest zwei trope figur stehende unten zitat verwenden fried hutt krieg palasten buchner,4256.0,14
1889,5YTuUzQbRFE9jexD2usopB_RS,deu,nennen mindest zwei hoffmanswaldau figur unten stehend zitat verwenden schultern warm schnee kalt sand tropen,4256.0,15
1893,1fTW6ocbTmG7af4oSvKRQF_RS,deu,geben antwort satz fur prasent gut gut angemessen genug kleiden bitt grund dafur,5245.0,13
1905,527EsNbu7Mva1FIzFhT8ad_RS,deu,warum radikalisiert britisch frauenbewegung beschreib teil eigen wort,5289.0,8
1907,6lXXS4RTpOg77M0PcIaatE_RS,deu,schreib satz prateritum,,3
1908,7SCudoYs88Y6hpgiIRomj5_RS,deu,schreib satz prateritum,,3
1909,1reGLsv1u8C5YE4OSVw6sm_RS,deu,satz schreib prateritum,,3
1910,a4MOO4VX5LY5xIPOpjvspt_RS,deu,satz schreib prateritum,,3
1911,9RpZv0hrl5V8t7VJIKnzRD_RS,deu,schreib prateritum satz,,3
1912,5BJSECAuGOp8iKqhdA8g6I_RS,deu,satz schreib prateritum,,3
1913,afIMMjKdpzt86xeCD4Snb4_RS,deu,schreib satz prateritum,,3
1914,9oD9e2Ltsxh6OB6hycik2I_RS,deu,schreib satz prateritum,,3
1915,aXfqPEkV35c7CLlAXLCVE7_RS,deu,schreib prateritum satz,,3
1916,8uVgUCHcMk05PEpVv0s5Dc_RS,deu,schreib satz prateritum,,3
1917,4ifpfth0wKD8b6x48yjICg_RS,deu,schreib satz prateritum,,3
1918,LnBcB0DkZk9ky28BcNGO2_RS,deu,schreib satz prateritum,,3
1919,a8lEiEiehiz8Ys1GoAc1s9_RS,deu,schreib satz prateritum,,3
1920,8Nr30ScR5hb5XA1h3wEmec_RS,deu,schreib satz prateritum,,3
1921,7DVeaioeAQz8EOt5sENoSG_RS,deu,schreib prateritum satz,,3
1922,1nk46KLR1cy8MQRL5UQUib_RS,deu,schreib satz prateritum,,3
1923,2rL7F6S4LMQ9n1dpAHicId_RS,deu,schreib satz prateritum,,3
1927,4Rg8Yp2yGgf7aV1xzYfiVy_RS,deu,erklar bildhaftigkeit markiert ausdruck tonio daheim zeit vertrodeln bei unterricht langsam undabgewandter geist lehrer schlecht anschreiben stehen fallen not bodenlos consuelo vater kaufmann bremen erzurnen mutter tonio jedoch vornamen heißen uberhaupt ubrig dam stadt vater einstmal ganz unten landkart heraufgeholt zeugniss einerlei thoma mann tonio kroger leicht verandern,,48
1933,8a5pzhCUPr46pGibAzObY4_RS,deu,schreib satz reflexivpronomen passend,,4
1934,TCNOPTIGv57gid46Bbfu9_RS,deu,satz prateritum gestern erzahlen schreib schichen,,6
1952,4RHRcBiTzcZ9r0WJajgPg4_RS,deu,satzgli handeln fett markiert wortgrupp textauszug leicht bearbeiten stefan zweig rausch verwandlung landleut hoffen gerad uberraschungen,3142.0,16
1953,6BGsSQ9cxl8xzACS6dPNb_RS,deu,satzgli handeln ziehen fett markiert wortgrupp tag schwarz wolken beginnen regnen,3142.0,11
1954,7RvZhLov2xyan0OhTLwrx7_RS,deu,satzgli handeln fett markiert wortgrupp vielleicht finden platz unterzustellen,3142.0,9
1955,srhy3A7SjL96XWLAVgSdG_RS,deu,hingegen satzgli handeln fett markiert wortgrupp i n laue sommervormittagsstund an meer gehen baden,3142.0,14
1956,4eqPnxHnoiL5J43Nd2CzKW_RS,deu,satzgli handeln fett markiert wortgrupp textauszug leicht bearbeiten stefan zweig warenproben verwandlung abend kommen paket rausch fabrik spedieren,3142.0,18
