taskId,aspectId,name,description,categoryId,type,groupId
809,70BQepo7Lrh9ytaxzfYUEL,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
810,3eIgMDzwCtE9KJY7hdeWw5,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
811,aSacCa6TTFZ7JJTuBGDuto,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
812,agZkm3sxPvX7L24cYYUOXh,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
813,80tPbAIaz639UnhvfOTQk9,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
814,1AQeVmedUi75X5TGoLqV4j,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
815,3zhZER88ZTDaDbiX38IyOw,15250,Spelling/12354,Can correctly spell written text.,,MISCONCEPTION,2508.0
816,R24rmdBVmI9QUQ59CeCil,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
817,2KO9ICLsLJT6Eqglg3Y4zi,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
818,4DKHXxkvaF762VkVZhc7kq,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
819,8HnDlUIbyHT9Qg3g4dEcnZ,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
820,26u1vZhdpuH9kDcA6xx78A,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
821,2g6FRUOGCBT848lgs8vRT8,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
822,8CnJ1bv8P0A5Ys928bGLkP,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
823,2r70eBNTN0b8jBDuFJraVm,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
824,9Auc5FCKJZ9a3C1o8ZVSPh,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
825,aVV5G2jXiRC9XY4lewgl52,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
826,3QhKw6gI8Gv66Bn0DECl3x,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
827,70BQepo7Lrh9ytaxzfYUEL,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
828,3eIgMDzwCtE9KJY7hdeWw5,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
829,aSacCa6TTFZ7JJTuBGDuto,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
830,agZkm3sxPvX7L24cYYUOXh,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
831,80tPbAIaz639UnhvfOTQk9,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
832,1AQeVmedUi75X5TGoLqV4j,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
833,3zhZER88ZTDaDbiX38IyOw,15285,Spelling/12346,Can correctly spell written text.,,MISCONCEPTION,2508.0
834,R24rmdBVmI9QUQ59CeCil,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
835,2KO9ICLsLJT6Eqglg3Y4zi,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
836,4DKHXxkvaF762VkVZhc7kq,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
837,8HnDlUIbyHT9Qg3g4dEcnZ,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
838,26u1vZhdpuH9kDcA6xx78A,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
839,2g6FRUOGCBT848lgs8vRT8,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
840,8CnJ1bv8P0A5Ys928bGLkP,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
841,2r70eBNTN0b8jBDuFJraVm,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
842,9Auc5FCKJZ9a3C1o8ZVSPh,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
843,aVV5G2jXiRC9XY4lewgl52,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
844,3QhKw6gI8Gv66Bn0DECl3x,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
845,70BQepo7Lrh9ytaxzfYUEL,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
846,3eIgMDzwCtE9KJY7hdeWw5,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
847,aSacCa6TTFZ7JJTuBGDuto,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
848,agZkm3sxPvX7L24cYYUOXh,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
849,80tPbAIaz639UnhvfOTQk9,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
850,1AQeVmedUi75X5TGoLqV4j,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
851,3zhZER88ZTDaDbiX38IyOw,15321,Spelling/12337,Can correctly spell written text.,,CONCEPT,2508.0
852,R24rmdBVmI9QUQ59CeCil,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
853,2KO9ICLsLJT6Eqglg3Y4zi,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
854,4DKHXxkvaF762VkVZhc7kq,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
855,8HnDlUIbyHT9Qg3g4dEcnZ,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
856,26u1vZhdpuH9kDcA6xx78A,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
857,2g6FRUOGCBT848lgs8vRT8,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
858,8CnJ1bv8P0A5Ys928bGLkP,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
859,2r70eBNTN0b8jBDuFJraVm,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
860,9Auc5FCKJZ9a3C1o8ZVSPh,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
861,aVV5G2jXiRC9XY4lewgl52,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
862,3QhKw6gI8Gv66Bn0DECl3x,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
863,70BQepo7Lrh9ytaxzfYUEL,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
864,3eIgMDzwCtE9KJY7hdeWw5,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
865,aSacCa6TTFZ7JJTuBGDuto,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
866,agZkm3sxPvX7L24cYYUOXh,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
867,80tPbAIaz639UnhvfOTQk9,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
868,1AQeVmedUi75X5TGoLqV4j,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
869,3zhZER88ZTDaDbiX38IyOw,15357,Spelling/12351,Can correctly spell written text.,,MISCONCEPTION,2508.0
870,R24rmdBVmI9QUQ59CeCil,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
871,2KO9ICLsLJT6Eqglg3Y4zi,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
872,4DKHXxkvaF762VkVZhc7kq,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
873,8HnDlUIbyHT9Qg3g4dEcnZ,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
874,26u1vZhdpuH9kDcA6xx78A,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
875,2g6FRUOGCBT848lgs8vRT8,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
876,8CnJ1bv8P0A5Ys928bGLkP,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
877,2r70eBNTN0b8jBDuFJraVm,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
878,9Auc5FCKJZ9a3C1o8ZVSPh,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
879,aVV5G2jXiRC9XY4lewgl52,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
880,3QhKw6gI8Gv66Bn0DECl3x,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
881,70BQepo7Lrh9ytaxzfYUEL,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
882,3eIgMDzwCtE9KJY7hdeWw5,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
883,aSacCa6TTFZ7JJTuBGDuto,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
884,agZkm3sxPvX7L24cYYUOXh,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
885,80tPbAIaz639UnhvfOTQk9,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
886,1AQeVmedUi75X5TGoLqV4j,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
887,3zhZER88ZTDaDbiX38IyOw,15393,Spelling/12352,Can correctly spell written text.,,MISCONCEPTION,2508.0
888,R24rmdBVmI9QUQ59CeCil,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
889,2KO9ICLsLJT6Eqglg3Y4zi,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
890,4DKHXxkvaF762VkVZhc7kq,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
891,8HnDlUIbyHT9Qg3g4dEcnZ,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
892,26u1vZhdpuH9kDcA6xx78A,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
893,2g6FRUOGCBT848lgs8vRT8,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
894,8CnJ1bv8P0A5Ys928bGLkP,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
895,2r70eBNTN0b8jBDuFJraVm,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
896,9Auc5FCKJZ9a3C1o8ZVSPh,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
897,aVV5G2jXiRC9XY4lewgl52,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
898,3QhKw6gI8Gv66Bn0DECl3x,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
899,70BQepo7Lrh9ytaxzfYUEL,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
900,3eIgMDzwCtE9KJY7hdeWw5,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
901,aSacCa6TTFZ7JJTuBGDuto,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
902,agZkm3sxPvX7L24cYYUOXh,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
903,80tPbAIaz639UnhvfOTQk9,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
904,1AQeVmedUi75X5TGoLqV4j,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
905,3zhZER88ZTDaDbiX38IyOw,15429,Spelling/12366,Can correctly spell written text.,,MISCONCEPTION,2508.0
906,R24rmdBVmI9QUQ59CeCil,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
907,2KO9ICLsLJT6Eqglg3Y4zi,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
908,4DKHXxkvaF762VkVZhc7kq,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
909,8HnDlUIbyHT9Qg3g4dEcnZ,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
910,26u1vZhdpuH9kDcA6xx78A,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
911,2g6FRUOGCBT848lgs8vRT8,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
912,8CnJ1bv8P0A5Ys928bGLkP,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
913,2r70eBNTN0b8jBDuFJraVm,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
914,9Auc5FCKJZ9a3C1o8ZVSPh,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
915,aVV5G2jXiRC9XY4lewgl52,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
916,3QhKw6gI8Gv66Bn0DECl3x,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
917,70BQepo7Lrh9ytaxzfYUEL,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
918,3eIgMDzwCtE9KJY7hdeWw5,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
919,aSacCa6TTFZ7JJTuBGDuto,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
920,agZkm3sxPvX7L24cYYUOXh,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
921,80tPbAIaz639UnhvfOTQk9,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
922,1AQeVmedUi75X5TGoLqV4j,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
923,3zhZER88ZTDaDbiX38IyOw,15465,Spelling/12353,Can correctly spell written text.,,MISCONCEPTION,2508.0
924,R24rmdBVmI9QUQ59CeCil,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
925,2KO9ICLsLJT6Eqglg3Y4zi,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
926,4DKHXxkvaF762VkVZhc7kq,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
927,8HnDlUIbyHT9Qg3g4dEcnZ,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
928,26u1vZhdpuH9kDcA6xx78A,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
929,2g6FRUOGCBT848lgs8vRT8,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
930,8CnJ1bv8P0A5Ys928bGLkP,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
931,2r70eBNTN0b8jBDuFJraVm,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
932,9Auc5FCKJZ9a3C1o8ZVSPh,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
933,aVV5G2jXiRC9XY4lewgl52,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
934,3QhKw6gI8Gv66Bn0DECl3x,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
935,70BQepo7Lrh9ytaxzfYUEL,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
936,3eIgMDzwCtE9KJY7hdeWw5,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
937,aSacCa6TTFZ7JJTuBGDuto,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
938,agZkm3sxPvX7L24cYYUOXh,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
939,80tPbAIaz639UnhvfOTQk9,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
940,1AQeVmedUi75X5TGoLqV4j,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
941,3zhZER88ZTDaDbiX38IyOw,15501,Spelling/12347,Can correctly spell written text.,,MISCONCEPTION,2508.0
942,R24rmdBVmI9QUQ59CeCil,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
943,2KO9ICLsLJT6Eqglg3Y4zi,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
944,4DKHXxkvaF762VkVZhc7kq,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
945,8HnDlUIbyHT9Qg3g4dEcnZ,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
946,26u1vZhdpuH9kDcA6xx78A,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
947,2g6FRUOGCBT848lgs8vRT8,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
948,8CnJ1bv8P0A5Ys928bGLkP,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
949,2r70eBNTN0b8jBDuFJraVm,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
950,9Auc5FCKJZ9a3C1o8ZVSPh,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
951,aVV5G2jXiRC9XY4lewgl52,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
952,3QhKw6gI8Gv66Bn0DECl3x,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
953,70BQepo7Lrh9ytaxzfYUEL,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
954,3eIgMDzwCtE9KJY7hdeWw5,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
955,aSacCa6TTFZ7JJTuBGDuto,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
956,agZkm3sxPvX7L24cYYUOXh,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
957,80tPbAIaz639UnhvfOTQk9,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
958,1AQeVmedUi75X5TGoLqV4j,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
959,3zhZER88ZTDaDbiX38IyOw,15537,Spelling/12342,Can correctly spell written text.,,MISCONCEPTION,2508.0
960,R24rmdBVmI9QUQ59CeCil,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
961,2KO9ICLsLJT6Eqglg3Y4zi,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
962,4DKHXxkvaF762VkVZhc7kq,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
963,8HnDlUIbyHT9Qg3g4dEcnZ,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
964,26u1vZhdpuH9kDcA6xx78A,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
965,2g6FRUOGCBT848lgs8vRT8,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
966,8CnJ1bv8P0A5Ys928bGLkP,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
967,2r70eBNTN0b8jBDuFJraVm,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
968,9Auc5FCKJZ9a3C1o8ZVSPh,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
969,aVV5G2jXiRC9XY4lewgl52,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
970,3QhKw6gI8Gv66Bn0DECl3x,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
971,70BQepo7Lrh9ytaxzfYUEL,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
972,3eIgMDzwCtE9KJY7hdeWw5,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
973,aSacCa6TTFZ7JJTuBGDuto,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
974,agZkm3sxPvX7L24cYYUOXh,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
975,80tPbAIaz639UnhvfOTQk9,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
976,1AQeVmedUi75X5TGoLqV4j,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
977,3zhZER88ZTDaDbiX38IyOw,15573,Spelling/12357,Can correctly spell written text.,,MISCONCEPTION,2508.0
978,R24rmdBVmI9QUQ59CeCil,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
979,2KO9ICLsLJT6Eqglg3Y4zi,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
980,4DKHXxkvaF762VkVZhc7kq,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
981,8HnDlUIbyHT9Qg3g4dEcnZ,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
982,26u1vZhdpuH9kDcA6xx78A,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
983,2g6FRUOGCBT848lgs8vRT8,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
984,8CnJ1bv8P0A5Ys928bGLkP,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
985,2r70eBNTN0b8jBDuFJraVm,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
986,9Auc5FCKJZ9a3C1o8ZVSPh,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
987,aVV5G2jXiRC9XY4lewgl52,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
988,3QhKw6gI8Gv66Bn0DECl3x,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
989,70BQepo7Lrh9ytaxzfYUEL,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
990,3eIgMDzwCtE9KJY7hdeWw5,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
991,aSacCa6TTFZ7JJTuBGDuto,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
992,agZkm3sxPvX7L24cYYUOXh,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
993,80tPbAIaz639UnhvfOTQk9,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
994,1AQeVmedUi75X5TGoLqV4j,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
995,3zhZER88ZTDaDbiX38IyOw,15609,Spelling/12348,Can correctly spell written text.,,MISCONCEPTION,2508.0
996,R24rmdBVmI9QUQ59CeCil,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
997,2KO9ICLsLJT6Eqglg3Y4zi,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
998,4DKHXxkvaF762VkVZhc7kq,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
999,8HnDlUIbyHT9Qg3g4dEcnZ,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1000,26u1vZhdpuH9kDcA6xx78A,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1001,2g6FRUOGCBT848lgs8vRT8,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1002,8CnJ1bv8P0A5Ys928bGLkP,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1003,2r70eBNTN0b8jBDuFJraVm,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1004,9Auc5FCKJZ9a3C1o8ZVSPh,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1005,aVV5G2jXiRC9XY4lewgl52,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1006,3QhKw6gI8Gv66Bn0DECl3x,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1007,70BQepo7Lrh9ytaxzfYUEL,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1008,3eIgMDzwCtE9KJY7hdeWw5,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1009,aSacCa6TTFZ7JJTuBGDuto,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1010,agZkm3sxPvX7L24cYYUOXh,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1011,80tPbAIaz639UnhvfOTQk9,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1012,1AQeVmedUi75X5TGoLqV4j,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1013,3zhZER88ZTDaDbiX38IyOw,15644,Spelling/12341,Can correctly spell written text.,,MISCONCEPTION,2508.0
1014,R24rmdBVmI9QUQ59CeCil,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1015,2KO9ICLsLJT6Eqglg3Y4zi,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1016,4DKHXxkvaF762VkVZhc7kq,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1017,8HnDlUIbyHT9Qg3g4dEcnZ,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1018,26u1vZhdpuH9kDcA6xx78A,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1019,2g6FRUOGCBT848lgs8vRT8,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1020,8CnJ1bv8P0A5Ys928bGLkP,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1021,2r70eBNTN0b8jBDuFJraVm,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1022,9Auc5FCKJZ9a3C1o8ZVSPh,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1023,aVV5G2jXiRC9XY4lewgl52,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1024,3QhKw6gI8Gv66Bn0DECl3x,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1025,70BQepo7Lrh9ytaxzfYUEL,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1026,3eIgMDzwCtE9KJY7hdeWw5,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1027,aSacCa6TTFZ7JJTuBGDuto,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1028,agZkm3sxPvX7L24cYYUOXh,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1029,80tPbAIaz639UnhvfOTQk9,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1030,1AQeVmedUi75X5TGoLqV4j,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1031,3zhZER88ZTDaDbiX38IyOw,15680,Spelling/12364,Can correctly spell written text.,,MISCONCEPTION,2508.0
1032,R24rmdBVmI9QUQ59CeCil,15717,Spelling/12362,Can correctly spell written text.,,MISCONCEPTION,2508.0
1033,2KO9ICLsLJT6Eqglg3Y4zi,15717,Spelling/12362,Can correctly spell written text.,,MISCONCEPTION,2508.0
1034,4DKHXxkvaF762VkVZhc7kq,15717,Spelling/12362,Can correctly spell written text.,,MISCONCEPTION,2508.0
