taskId,language,description,topic_id,word_count,sentence_count
2765,2ov2eE4EhpP9Pqq40AzeRR,DE,"Astschere, Schubkarre, Nussknacker und Schraubenschlüssel sind Beispiele für Hebel. Handelt es sich jeweils um einen einseitigen oder zweiseitigen Hebel? Begründe deine Entscheidung. Die Wippe ist ein Hebel Fast auf jedem Spielplatz befindet sich eine Wippe. Kinder sitzen an je einem Ende der Wippe und können miteinander schaukeln. Physikalisch betrachtet ist eine Wippe ein Hebel . Jeder Hebel hat einen Drehpunkt . Alle Griffe oder Stangen, die drehbar gelagert sind, bezeichnet man als Hebel. Bei der Wippe gibt es links und rechts vom Drehpunkt einen Hebelarm . Die Wippe bezeichnet man deshalb als zweiseitigen Hebel . Der Hebel als Kraftwandler Auf einer Wippe hast du bestimmt schon beobachtet, dass ein kleines Mädchen einen großen Jungen anheben kann. Wie funktioniert das? Mit ihrem Gewicht üben die Kinder auf der Wippe eine Kraft nach unten aus. Das kleinere und leichtere Mädchen übt mit ihrem Körpergewicht weniger Kraft aus als der große Junge. Sie sitzt aber weiter vom Drehpunkt weg. Deshalb kann das Mädchen den großen Jungen anheben. Hebel können also Kräfte verändern. Man sagt deshalb auch: Hebel sind Kraftwandler . Am Beispiel des kleinen Mädchens erkennst du: Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand . Kraftaufwand der Kraftaufwand: die Kraft, die benötigt wird   Eine harte Nuss ist zu knacken Willst du eine Nuss zerdrücken, reicht deine Muskelkraft alleine nicht aus. Du brauchst ein geeignetes Werkzeug dazu. Am besten eignet sich ein Nussknacker mit langem Griff. Beim Nussknacker befindet sich der Drehpunkt ganz am Ende des Hebels. Es gibt einen kurzen und einen langen Hebelarm beim Nussknacker. Den langen Hebelarm nutzt du zum Zudrücken. Der einseitige Hebel Befinden sich die beiden Hebelarme auf derselben Seite vom Drehpunkt, so spricht man von einem einseitigen Hebel . Beispiele für einen einseitigen Hebel sind der Nussknacker und die Schubkarre:   Anwendung von Hebeln Bei vielen Werkzeugen wird die Kraftwandlung von Hebeln ausgenutzt. Die Astschere und der Schraubenschlüssel sind Beispiele für Werkzeuge mit Hebeln. Durch eine Verlängerung des Griffs wird der Kraftaufwand für den Handwerker kleiner. Merke: Ein Hebel besteht aus einem Drehpunkt und zwei Hebelarmen. Es gibt einseitige und zweiseitige Hebel. Mit einem Hebel kann Kraft gespart werden. Je länger ein Hebelarm wird, desto kleiner wird der Kraftaufwand.",,370,34
2766,1aVkMEsOura5CfmFZ8Kjie,DE,"Beurteile, ob es sich beim Nachdenken um Arbeit im physikalischen Sinn handelt. Was ist mechanische Arbeit? Wenn du eine Klassenarbeit schreibst, Hausaufgaben erledigst oder den Rasen mähst, dann bezeichnest du diese Tätigkeiten als Arbeit. Im Alltag verbinden wir mit dem Wort Arbeit sehr viele verschiedene Tätigkeiten. Im Gegensatz zum Alltag spricht man in der Physik aber nur dann von Arbeit, wenn bestimmte Bedingungen erfüllt sind. Wenn auf einen Körper eine Kraft ausgeübt wird und der Körper sich dadurch in Richtung der Kraft bewegt, dann sagt der Physiker, dass mechanische Arbeit verrichtet wird. Auf dem Foto siehst du, dass viele Menschen ein Flugzeug ziehen. Das Flugzeug bewegt sich, weil die Männer eine Kraft ausüben. Das Flugzeug bewegt sich in Richtung der Kraft. Damit sind beide Bedingungen für mechanische Arbeit erfüllt. Du verrichtest aber keine mechanische Arbeit, wenn du eine Kiste mit Wasserflaschen hältst. Warum ist das so? Um die Flaschen zu halten, musst du eine Kraft nach oben aufwenden. Die Flaschen bewegen sich aber nicht nach oben. Die Flaschen bewegen sich also nicht in die Richtung der Kraft. Deshalb wird keine mechanische Arbeit verrichtet. Die Berechnung der Arbeit Für die Berechnung der mechanischen Arbeit benötigst du die Kraft und den Weg. Du kannst die mechanische Arbeit berechnen, indem du die Kraft F mit dem zurückgelegten Weg s multiplizierst. Die Arbeit hat das Formelzeichen W . Arbeit = Kraft · Weg W = F · s   Die Einheit der Arbeit Die Einheit der Kraft ist das Newton und die Einheit des Wegs ist das Meter. Die Einheit der Arbeit ist daher das Produkt aus diesen beiden Einheiten: das Newtonmeter ( Nm ). Statt der Einheit Newtonmeter wird auch die Einheit Joule ( J ) verwendet. Sie wurde nach dem englischen Physiker James Prescott Joule (1818 – 1889) benannt. 1 Newtonmeter = 1 Joule 1 Nm = 1 J   Hubarbeit In der Grafik hebt der Junge ein Zeitungsbündel in den Kofferraum. Er muss eine Kraft aufwenden, um die Zeitungen hochzuheben. Diese Kraft wird Hubkraft F H genannt. Die Hubkraft ist genauso groß wie die Gewichtskraft des Zeitungsbündels. Berechnung der Hubarbeit Die Größe der Hubarbeit W H hängt von der Hubkraft und der zurückgelegten Höhe ab. Hubarbeit = Hubkraft · Höhe W H = F H ⋅ s   Merke: Wenn auf einen Körper eine Kraft ausgeübt wird und er sich in Richtung der Kraft bewegt, dann wird mechanische Arbeit verrichtet. Formelzeichen der Arbeit: W Berechnung der Arbeit: Arbeit = Kraft · Weg W = F · s Einheit der Arbeit: Newtonmeter ( Nm ) oder Joule ( J ) 1 Nm = 1 J",,430,30
2767,3axDq2qf1DP9lm8zUggmJi,DE,"Ein Fußgänger benötigt für einen 10 km langen Weg 1 h 40 min . Ein Auto legt einen Weg von 180 km in zwei Stunden zurück. Ein ICE braucht für einen 75 km langen Weg 45 min . Berechne und vergleiche die Geschwindigkeiten. Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z.B. von einem Auto) berechnen. Beispiel: Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s   Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z. B. von einem Auto) berechnen. Das Rechendreieck Das Rechendreieck ist ein gutes Hilfsmittel, um im Physik-Unterricht Rechenaufgaben richtig zu lösen. Vor dem Lösen der Aufgabe musst du allerdings genau überlegen, welche physikalische Größe gesucht ist. Ist beispielsweise die Zeit t gesucht, musst du das t mit dem Finger zuhalten. Dann siehst du sofort, was du rechnen musst: t = s v Soll dagegen der Weg s ausgerechnet werden, dann liefert das Rechendreieck folgende Formel: s = v · t   Beispielrechnung An diesem Beispiel kannst du lernen, wie du die Geschwindigkeit einer Läuferin berechnen kannst: Bei einem 100-m-Lauf benötigt Vera 16 Sekunden. Berechne Veras Geschwindigkeit bei einem 100-m-Lauf. Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s Also läuft Vera mit einer Geschwindigkeit von 6 , 25 m s .",,304,16
2768,4J0HcjSEU1695n2bOsGeY,DE,"Vervollständige folgenden Satz zur gleichförmigen Bewegung: „In der doppelten Zeit wird der … Weg zurückgelegt.“    Momentangeschwindigkeit Für die Fahrgäste im ICE saust die Landschaft am Fenster vorbei. Eine Informationstafel zeigt den Fahrgästen die Geschwindigkeit an, die der Zug im Moment hat. Diese Geschwindigkeit wird Momentangeschwindigkeit genannt. der ICE der ICE: sehr schneller Zug für lange Strecken   Durchschnittsgeschwindigkeit Ein ICE kann aber nicht immer mit seiner Höchstgeschwindigkeit von über 300 km h fahren. Bahnhöfe, Kurven oder Baustellen darf der ICE aus Sicherheitsgründen nur mit geringeren Geschwindigkeiten durchfahren. Für eine Bewegung mit unterschiedlichen Geschwindigkeiten kannst du eine durchschnittliche Geschwindigkeit berechnen. Dafür musst du die gesamte zurückgelegte Strecke durch die insgesamt benötigte Zeit dividieren. Man bezeichnet diese Geschwindigkeit als Durchschnittsgeschwindigkeit . Messen mit einer Modelleisenbahn Auf einer geraden Strecke fährt eine Modelleisenbahn mit gleichbleibender Geschwindigkeit. Nach gleichbleibenden Zeitabschnitten wird der insgesamt zurückgelegte Weg gemessen. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Nach der doppelten (3‑fachen, 4‑fachen usw.) Zeit legt die Eisenbahn auch den doppelten (3‑fachen, 4‑fachen usw.) Weg zurück. Man sagt hierzu auch: Die Zeit und der Weg verhalten sich bei einer gleichförmigen Bewegung proportional zueinander. Das Zeit-Weg-Diagramm Die Bewegung der Modelleisenbahn kannst du zeichnerisch darstellen. Dazu werden die Werte der Tabelle in ein Zeit-Weg-Diagramm übertragen. Auf der x-Achse wird die Zeit und auf der y-Achse wird der Weg eingetragen. Verbindest du die eingetragenen Messpunkte, so erhältst du eine ansteigende Gerade. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15   die x-Achse die x-Achse: waagrechte Achse im Koordinaten system   die y-Achse die y-Achse: senkrechte Achse im Koordinatensystem   Das Zeit-Geschwindigkeits-Diagramm Berechnest du für die Wertepaare in der Tabelle die jeweilige Geschwindigkeit, so erhältst du einen Wert von 3 m s . Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Den Zusammenhang zwischen Zeit und Geschwindigkeit kann man ebenfalls in einem Diagramm darstellen. Im Zeit-Geschwindigkeits-Diagramm wird auf der x -Achse die Zeit eingetragen. Auf der y -Achse wird die Geschwindigkeit eingetragen. Merke: Bei einer gleichförmigen Bewegung sind Zeit und Weg proportional zueinander: In der doppelten (3‑fachen, 4‑fachen usw.) Zeit wird der doppelte (3‑fache, 4‑fache usw.) Weg zurückgelegt.",,374,25
2769,6ghlODJJioo7S5Te8eWLpI,DE,"Im ICE wird die Geschwindigkeit angezeigt, die der Zug im Moment hat. Nenne den Fachbegriff für diese Geschwindigkeit. Momentangeschwindigkeit Für die Fahrgäste im ICE saust die Landschaft am Fenster vorbei. Eine Informationstafel zeigt den Fahrgästen die Geschwindigkeit an, die der Zug im Moment hat. Diese Geschwindigkeit wird Momentangeschwindigkeit genannt. der ICE der ICE: sehr schneller Zug für lange Strecken   Durchschnittsgeschwindigkeit Ein ICE kann aber nicht immer mit seiner Höchstgeschwindigkeit von über 300 km h fahren. Bahnhöfe, Kurven oder Baustellen darf der ICE aus Sicherheitsgründen nur mit geringeren Geschwindigkeiten durchfahren. Für eine Bewegung mit unterschiedlichen Geschwindigkeiten kannst du eine durchschnittliche Geschwindigkeit berechnen. Dafür musst du die gesamte zurückgelegte Strecke durch die insgesamt benötigte Zeit dividieren. Man bezeichnet diese Geschwindigkeit als Durchschnittsgeschwindigkeit . Messen mit einer Modelleisenbahn Auf einer geraden Strecke fährt eine Modelleisenbahn mit gleichbleibender Geschwindigkeit. Nach gleichbleibenden Zeitabschnitten wird der insgesamt zurückgelegte Weg gemessen. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Nach der doppelten (3‑fachen, 4‑fachen usw.) Zeit legt die Eisenbahn auch den doppelten (3‑fachen, 4‑fachen usw.) Weg zurück. Man sagt hierzu auch: Die Zeit und der Weg verhalten sich bei einer gleichförmigen Bewegung proportional zueinander. Das Zeit-Weg-Diagramm Die Bewegung der Modelleisenbahn kannst du zeichnerisch darstellen. Dazu werden die Werte der Tabelle in ein Zeit-Weg-Diagramm übertragen. Auf der x-Achse wird die Zeit und auf der y-Achse wird der Weg eingetragen. Verbindest du die eingetragenen Messpunkte, so erhältst du eine ansteigende Gerade. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15   die x-Achse die x-Achse: waagrechte Achse im Koordinaten system   die y-Achse die y-Achse: senkrechte Achse im Koordinatensystem   Das Zeit-Geschwindigkeits-Diagramm Berechnest du für die Wertepaare in der Tabelle die jeweilige Geschwindigkeit, so erhältst du einen Wert von 3 m s . Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Den Zusammenhang zwischen Zeit und Geschwindigkeit kann man ebenfalls in einem Diagramm darstellen. Im Zeit-Geschwindigkeits-Diagramm wird auf der x -Achse die Zeit eingetragen. Auf der y -Achse wird die Geschwindigkeit eingetragen. Merke: Bei einer gleichförmigen Bewegung sind Zeit und Weg proportional zueinander: In der doppelten (3‑fachen, 4‑fachen usw.) Zeit wird der doppelte (3‑fache, 4‑fache usw.) Weg zurückgelegt.",,377,27
2770,271IJw3ZGtB8wCpwJ951NZ,DE,"Erkläre den Unterschied zwischen der Momentangeschwindigkeit und der Durchschnittsgeschwindigkeit. Momentangeschwindigkeit Für die Fahrgäste im ICE saust die Landschaft am Fenster vorbei. Eine Informationstafel zeigt den Fahrgästen die Geschwindigkeit an, die der Zug im Moment hat. Diese Geschwindigkeit wird Momentangeschwindigkeit genannt. der ICE der ICE: sehr schneller Zug für lange Strecken   Durchschnittsgeschwindigkeit Ein ICE kann aber nicht immer mit seiner Höchstgeschwindigkeit von über 300 km h fahren. Bahnhöfe, Kurven oder Baustellen darf der ICE aus Sicherheitsgründen nur mit geringeren Geschwindigkeiten durchfahren. Für eine Bewegung mit unterschiedlichen Geschwindigkeiten kannst du eine durchschnittliche Geschwindigkeit berechnen. Dafür musst du die gesamte zurückgelegte Strecke durch die insgesamt benötigte Zeit dividieren. Man bezeichnet diese Geschwindigkeit als Durchschnittsgeschwindigkeit . Messen mit einer Modelleisenbahn Auf einer geraden Strecke fährt eine Modelleisenbahn mit gleichbleibender Geschwindigkeit. Nach gleichbleibenden Zeitabschnitten wird der insgesamt zurückgelegte Weg gemessen. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Nach der doppelten (3‑fachen, 4‑fachen usw.) Zeit legt die Eisenbahn auch den doppelten (3‑fachen, 4‑fachen usw.) Weg zurück. Man sagt hierzu auch: Die Zeit und der Weg verhalten sich bei einer gleichförmigen Bewegung proportional zueinander. Das Zeit-Weg-Diagramm Die Bewegung der Modelleisenbahn kannst du zeichnerisch darstellen. Dazu werden die Werte der Tabelle in ein Zeit-Weg-Diagramm übertragen. Auf der x-Achse wird die Zeit und auf der y-Achse wird der Weg eingetragen. Verbindest du die eingetragenen Messpunkte, so erhältst du eine ansteigende Gerade. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15   die x-Achse die x-Achse: waagrechte Achse im Koordinaten system   die y-Achse die y-Achse: senkrechte Achse im Koordinatensystem   Das Zeit-Geschwindigkeits-Diagramm Berechnest du für die Wertepaare in der Tabelle die jeweilige Geschwindigkeit, so erhältst du einen Wert von 3 m s . Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Den Zusammenhang zwischen Zeit und Geschwindigkeit kann man ebenfalls in einem Diagramm darstellen. Im Zeit-Geschwindigkeits-Diagramm wird auf der x -Achse die Zeit eingetragen. Auf der y -Achse wird die Geschwindigkeit eingetragen. Merke: Bei einer gleichförmigen Bewegung sind Zeit und Weg proportional zueinander: In der doppelten (3‑fachen, 4‑fachen usw.) Zeit wird der doppelte (3‑fache, 4‑fache usw.) Weg zurückgelegt.",,368,26
2771,48NghmTL58Y84TBAMVw5eD,DE,"Erkläre, woran man eine beschleunigte Bewegung erkennt. Beim Start eines Formel‑1‑Rennens wird es sehr laut. Wenn die Ampel ausgeht, drücken die Fahrer auf die Gaspedale. Die Rennwagen werden immer schneller, die Geschwindigkeit nimmt zu. Man sagt: Die Fahrzeuge werden beschleunigt. Was genau ist die Beschleunigung? Die Beschleunigung gibt an, um wie viel die Geschwindigkeit in einer bestimmten Zeit zunimmt: Beschleunigung = Geschwindigkeitszunahme Zeit Die Beschleunigung hat das Formelzeichen a . Beschleunigung in der Formel 1 Bei einer beschleunigten Bewegung ändert sich die Geschwindigkeit. Die Formel‑1‑Fahrer sehen dies am Tachometer ihrer Fahrzeuge. Solange ein Fahrzeug beschleunigt wird, nimmt die Geschwindigkeit immer weiter zu, z. B. um 36 km h pro Sekunde. Dieser Wert gilt für einen Formel‑1‑Rennwagen. Autos im Straßenverkehr haben kleinere Werte. der/das Tachometer der/das Tachometer: Das Messgerät zeigt die Geschwindigkeit eines Fahrzeugs in km h an. Von 0 auf 100 in zehn Sekunden In Autotests findet man häufig Aussagen wie „von 0 auf 100 in 10 Sekunden“. Diese verkürzte Sprechweise soll Folgendes bedeuten: Ein Auto beschleunigt aus dem Stillstand ( 0 km h ) heraus und erreicht nach einer Zeit von 10 Sekunden die Geschwindigkeit von 100 km h . Einheit der Beschleunigung In den Beispielen oben hat man für die Geschwindigkeit die Einheit km h verwendet. Es ist aber geschickt, die Geschwindigkeit in der Einheit m s anzugeben. Für den Formel‑1‑Rennwagen gilt dann: Seine Beschleunigung beträgt 10 m s pro Sekunde. Dies kann man auch als 10 m s · s = 10 m s 2 schreiben. Mit dem Formelzeichen schreibt man es so: a = 10 m s 2 . Gleichmäßig beschleunigt In unseren Beispielen gehen wir davon aus, dass die Beschleunigung a immer gleich bleibt. Dies nennt man eine gleichmäßig beschleunigte Bewegung . In der Realität gibt es manchmal Abweichungen. Diese können wir aber vernachlässigen . vernachlässigen vernachlässigen: etwas nicht beachten   Zeit-Geschwindigkeits-Diagramm Eriona möchte in einem Experiment herausfinden, wie die Beschleunigung ihres neuen Autos ist. Dazu beschleunigt sie ihr Auto, während ihr Freund Darius alle notwendigen Messwerte in einer Tabelle festhält. Eriona und Darius erkennen, dass das Auto pro Sekunde um 2 m s schneller wird. Die in der Tabelle stehenden Messwerte kann man in ein t ‑ v ‑Diagramm (Zeit‑Geschwindigkeits‑Diagramm) übertragen. Es entsteht eine ansteigende Gerade. Tabelle für Messwerte t in s v in m s 0 0 2 4 4 8 6 12 8 16 10 20   Merke: Die Beschleunigung a ist Geschwindigkeitszunahme pro Zeit. Die Einheit der Beschleunigung ist m s 2 . Bei einer beschleunigten Bewegung nimmt die Geschwindigkeit zu.",,418,33
2772,96ZF7y4gJbJaW7Ij6MJXS2,DE,"Beschreibe, was man unter der elektrischen Stromstärke versteht. Die Schülerstromstärke Steffen und Kristin wollen die Stärke des Schülerstroms bestimmen, der am Ende der Pause in das Schulgebäude strömt. Als Messstelle wählen sie den Eingang der Schule. Kristin zählt die Schülerinnen und Schüler, die das Gebäude betreten. Steffen misst die Zeit. Sie stellen fest, dass 180 Personen in 60 s das Gebäude betreten. Um daraus die Schülerstromstärke zu berechnen, müssen sie nur die Anzahl der eintretenden Personen durch die dafür benötigte Zeit teilen. Die Schülerstromstärke beträgt in diesem Fall drei Schüler pro Sekunde. Also betreten durchschnittlich drei Jugendliche das Schulgebäude in einer Sekunde. der Schülerstrom der Schülerstrom: viele Schülerinnen und Schüler, die in eine Richtung laufen   Die elektrische Stromstärke Du kannst auch die Stärke des elektrischen Stroms messen. Dazu musst du die Anzahl der Elektronen messen, die in einer bestimmten Zeit an einer bestimmten Stelle im Kabel vorbeifließen. Die elektrische Stromstärke wird in der Einheit Ampere (A) angegeben, benannt nach dem französischen Physiker André Marie Ampère . Kleinere Stromstärken werden in Milliampere (mA) angegeben. Dabei gilt: 1 A = 1000 mA . Bei einer Stromstärke von einem Ampere ( 1 A ) fließen pro Sekunde etwa 6 000 000 000 000 000 000 (6 Trillionen) Elektronen an der Messstelle vorbei! Als Formelzeichen für die Stromstärke wurde das I festgelegt. die Messstelle die Messstelle: Ort der Messung   Das Stromstärkemessgerät Das Messgerät zur Bestimmung der elektrischen Stromstärke heißt Amperemeter . Amperemeter werden immer in Reihe in den Stromkreis geschaltet, damit der gesamte Strom durch das Messgerät hindurchfließt. Merke: Die elektrische Stromstärke gibt an, wie viele Elektronen in einer bestimmten Zeit an einem Messpunkt vorbeifließen. Formelzeichen: I Einheit: Ampere ( A ) 1 A = 1000 mA Mit dem Amperemeter wird die Stromstärke gemessen. Das Amperemeter wird in Reihe geschaltet.",,296,21
2773,335T0HdqhcE8Zex5LKdvSF,DE,"Gib das Formelzeichen und die Einheit der Stromstärke an. Die Schülerstromstärke Steffen und Kristin wollen die Stärke des Schülerstroms bestimmen, der am Ende der Pause in das Schulgebäude strömt. Als Messstelle wählen sie den Eingang der Schule. Kristin zählt die Schülerinnen und Schüler, die das Gebäude betreten. Steffen misst die Zeit. Sie stellen fest, dass 180 Personen in 60 s das Gebäude betreten. Um daraus die Schülerstromstärke zu berechnen, müssen sie nur die Anzahl der eintretenden Personen durch die dafür benötigte Zeit teilen. Die Schülerstromstärke beträgt in diesem Fall drei Schüler pro Sekunde. Also betreten durchschnittlich drei Jugendliche das Schulgebäude in einer Sekunde. der Schülerstrom der Schülerstrom: viele Schülerinnen und Schüler, die in eine Richtung laufen   Die elektrische Stromstärke Du kannst auch die Stärke des elektrischen Stroms messen. Dazu musst du die Anzahl der Elektronen messen, die in einer bestimmten Zeit an einer bestimmten Stelle im Kabel vorbeifließen. Die elektrische Stromstärke wird in der Einheit Ampere (A) angegeben, benannt nach dem französischen Physiker André Marie Ampère . Kleinere Stromstärken werden in Milliampere (mA) angegeben. Dabei gilt: 1 A = 1000 mA . Bei einer Stromstärke von einem Ampere ( 1 A ) fließen pro Sekunde etwa 6 000 000 000 000 000 000 (6 Trillionen) Elektronen an der Messstelle vorbei! Als Formelzeichen für die Stromstärke wurde das I festgelegt. die Messstelle die Messstelle: Ort der Messung   Das Stromstärkemessgerät Das Messgerät zur Bestimmung der elektrischen Stromstärke heißt Amperemeter . Amperemeter werden immer in Reihe in den Stromkreis geschaltet, damit der gesamte Strom durch das Messgerät hindurchfließt. Merke: Die elektrische Stromstärke gibt an, wie viele Elektronen in einer bestimmten Zeit an einem Messpunkt vorbeifließen. Formelzeichen: I Einheit: Ampere ( A ) 1 A = 1000 mA Mit dem Amperemeter wird die Stromstärke gemessen. Das Amperemeter wird in Reihe geschaltet.",,297,21
2774,9NFiXOJ1J1Y5Im5epoYmzm,DE,"Gib die folgenden Stromstärken in mA an: 3 A ; 0 , 15 A ; 0 , 08 A . im Jahr: 1500 Ma;270 Ma;50 Ma. Die Schülerstromstärke Steffen und Kristin wollen die Stärke des Schülerstroms bestimmen, der am Ende der Pause in das Schulgebäude strömt. Als Messstelle wählen sie den Eingang der Schule. Kristin zählt die Schülerinnen und Schüler, die das Gebäude betreten. Steffen misst die Zeit. Sie stellen fest, dass 180 Personen in 60 s das Gebäude betreten. Um daraus die Schülerstromstärke zu berechnen, müssen sie nur die Anzahl der eintretenden Personen durch die dafür benötigte Zeit teilen. Die Schülerstromstärke beträgt in diesem Fall drei Schüler pro Sekunde. Also betreten durchschnittlich drei Jugendliche das Schulgebäude in einer Sekunde. der Schülerstrom der Schülerstrom: viele Schülerinnen und Schüler, die in eine Richtung laufen   Die elektrische Stromstärke Du kannst auch die Stärke des elektrischen Stroms messen. Dazu musst du die Anzahl der Elektronen messen, die in einer bestimmten Zeit an einer bestimmten Stelle im Kabel vorbeifließen. Die elektrische Stromstärke wird in der Einheit Ampere (A) angegeben, benannt nach dem französischen Physiker André Marie Ampère . Kleinere Stromstärken werden in Milliampere (mA) angegeben. Dabei gilt: 1 A = 1000 mA . Bei einer Stromstärke von einem Ampere ( 1 A ) fließen pro Sekunde etwa 6 000 000 000 000 000 000 (6 Trillionen) Elektronen an der Messstelle vorbei! Als Formelzeichen für die Stromstärke wurde das I festgelegt. die Messstelle die Messstelle: Ort der Messung   Das Stromstärkemessgerät Das Messgerät zur Bestimmung der elektrischen Stromstärke heißt Amperemeter . Amperemeter werden immer in Reihe in den Stromkreis geschaltet, damit der gesamte Strom durch das Messgerät hindurchfließt. Merke: Die elektrische Stromstärke gibt an, wie viele Elektronen in einer bestimmten Zeit an einem Messpunkt vorbeifließen. Formelzeichen: I Einheit: Ampere ( A ) 1 A = 1000 mA Mit dem Amperemeter wird die Stromstärke gemessen. Das Amperemeter wird in Reihe geschaltet.",,320,22
2775,5qqeLrk3QHP9jYoc6E6XoO,DE,"Erläutere den Begriff „elektrischer Widerstand“. Widerstand gegen den Strom In jedem Metall-Draht gibt es freie Elektronen, die sich ungeordnet im Draht bewegen (oberer Teil der Grafik). Wird der Draht an eine Spannungsquelle angeschlossen, werden die freien Elektronen durch den Draht zum Pluspol getrieben (unterer Teil der Grafik). Die Elektronen stoßen dabei immer wieder mit den Atomen im Draht zusammen. Dadurch werden die Elektronen in ihrer Bewegung eingeschränkt. Je mehr Zusammenstöße stattfinden, desto geringer wird der Elektronenstrom. Durch die Zusammenstöße beginnen die Atome heftiger zu schwingen. Nach außen hin macht sich dies durch eine Erwärmung des Drahts bemerkbar. Nicht nur Metall-Drähte, sondern alle elektrischen Bauteile schränken den elektrischen Strom ein. Diese Eigenschaft wird elektrischer Widerstand genannt. Spannung und Widerstand Die Stärke des Stroms in einem Stromkreis hängt von der Spannung und dem elektrischen Widerstand der Bauteile ab: Die Spannung treibt die Elektronen an. Der elektrische Strom wird jedoch durch den Widerstand der Bauteile eingeschränkt. Bei gleicher Spannung gilt: Je größer der Widerstand eines Bauteils ist, desto kleiner ist die elektrische Stromstärke. Berechnung des Widerstands Den Widerstand eines elektrischen Bauteils kannst du berechnen. Dazu dividierst du die Spannung durch die Stromstärke. Elektrischer Widerstand= Spannung Stromstärke R = U I Der elektrische Widerstand hat das Formelzeichen R und die Einheit Ohm . Sie wurde nach dem Physiker Georg Simon Ohm (1789 – 1854) benannt. Die Einheit Ohm wird mit dem griechischen Buchstaben Ω (Omega) abgekürzt. Größere Widerstände werden in kΩ (Kiloohm) oder MΩ (Megaohm) angegeben. 1 Ohm = 1 Volt 1 Ampere 1 M Ω = 1000 k Ω 1 k Ω = 1000 Ω   dividieren dividieren: eine Größe durch eine andere Größe teilen   Beispiel: Berechnung des elektrischen Widerstands An diesem Beispiel kannst du sehen, wie der elektrische Widerstand berechnet wird: Gegeben: U = 6 , 2 V ; I = 300 mA = 0 , 3 A Gesucht: R Rechnung: R = U I R = 6 , 2 V 0 , 3 A R = 20 , 7 V A R = 20 , 7 Ω Bei der Spannung von 6 , 2 V hat das Lämpchen einen Widerstand von 20 , 7 Ω . Merke: Jeder Leiter und jedes elektrische Gerät schränken den elektrischen Strom ein. Diese Eigenschaft wird als elektrischer Widerstand bezeichnet. Die Größe des Widerstands wird mit dieser Formel berechnet: R = U I Formelzeichen: R Einheit: Ohm(Ω)",,390,23
